Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Matt Serra,The Terra,11,7,0,167.6,170.0,172.7,Orthodox,"Jun 02, 1974",1.98,0.39,2.64,0.46,2.05,0.2,0.38,0.9,http://www.ufcstats.com/fighter-details/86dfed7cc24a9fa7
Raul Sandoval,,3,3,0,,130.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f9ad10f6a49e5452
Mario Sperry,Zen Machine,13,4,0,188.0,205.0,,Orthodox,"Sep 28, 1966",2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4,http://www.ufcstats.com/fighter-details/5f2197acaba7d5ef
Alessio Sakara,Legionarius,19,11,0,182.9,185.0,182.9,Orthodox,"Sep 02, 1981",3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,http://www.ufcstats.com/fighter-details/7f955f71fa2ce7ac
Dustin Stoltzfus,,16,8,0,182.9,185.0,190.5,Orthodox,"Nov 15, 1991",3.3,0.45,3.23,0.47,2.08,0.37,0.46,1.1,http://www.ufcstats.com/fighter-details/71505842fb6455c3
Masanori Suda,,22,11,3,175.3,183.0,,Orthodox,,1.8,0.5,1.2,0.63,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/3a7513372f79c8c8
Leslie Smith,The Peacemaker,10,7,1,175.3,135.0,167.6,Orthodox,"Aug 17, 1982",7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,http://www.ufcstats.com/fighter-details/76984112f697631f
David Smith,,5,1,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e955046551f8c7dd
Yuki Sasaki,,25,22,2,188.0,185.0,,Orthodox,"Sep 12, 1976",1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0,http://www.ufcstats.com/fighter-details/e5c38954c006f15c
Daniel Schmitt,,2,3,0,,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bd02e222a6166d50
Jacobe Smith,Cobe,11,0,0,177.8,170.0,182.9,Southpaw,"Jan 17, 1996",6.21,0.66,2.86,0.47,7.42,0.9,1.0,0.8,http://www.ufcstats.com/fighter-details/85497ffd934ecf7e
Scott Smith,Hands of Steel,18,11,0,182.9,185.0,177.8,Orthodox,"May 21, 1979",1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5,http://www.ufcstats.com/fighter-details/3410cf010558dc8b
Maia Stevenson,,6,5,0,162.6,115.0,157.5,Orthodox,"Mar 19, 1982",1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,http://www.ufcstats.com/fighter-details/2fee10d5cf86bfca
Jorge Santiago,The Sandman,25,12,0,185.4,170.0,190.5,Orthodox,"Oct 09, 1980",1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,http://www.ufcstats.com/fighter-details/f8dc544e7077d014
Cody Sons,,3,7,0,175.3,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3324129f3745b300
Luis Saldana,,16,7,1,180.3,145.0,185.4,Orthodox,"Jan 27, 1991",5.16,0.5,3.65,0.6,0.64,0.17,0.44,0.2,http://www.ufcstats.com/fighter-details/12e0fdc606f7e274
Louis Lee Scott,Lightning,10,0,0,172.7,135.0,177.8,Orthodox,"Feb 26, 2000",5.35,0.58,0.81,0.71,2.43,0.66,1.0,0.0,http://www.ufcstats.com/fighter-details/4327506eb9ee342f
Jason Suttie,Nobunaga,0,1,0,182.9,210.0,,Orthodox,"Aug 07, 1973",2.07,0.83,4.97,0.36,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cc5834a495d1ea08
Mitchell Sipe,No Dice,4,1,0,188.0,245.0,,Orthodox,"Apr 09, 1996",5.5,0.56,9.98,0.46,1.53,0.2,0.0,0.0,http://www.ufcstats.com/fighter-details/71ef1111bf829b82
Kyle Stewart,Gunz Up,11,3,0,182.9,170.0,193.0,Orthodox,"Jan 31, 1989",1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0,http://www.ufcstats.com/fighter-details/bb61823f76361297
Fabiano Scherner,Pegaleve,11,10,0,190.5,257.0,,Orthodox,"Jun 30, 1972",1.31,0.31,3.2,0.38,1.09,0.33,0.4,0.0,http://www.ufcstats.com/fighter-details/0bc7e61d204f2137
Josh San Diego,JSD,8,3,0,177.8,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/983e281d257c24dc
Darren Stewart,The Dentist,12,8,0,182.9,205.0,188.0,Orthodox,"Dec 30, 1990",3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,http://www.ufcstats.com/fighter-details/a17ad5a5048e8c3f
Leo Sylvest,Lethal,10,16,0,180.3,205.0,,Orthodox,"Sep 03, 1973",0.0,0.0,6.58,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/58a36b4ccf5dc30e
Adam Smith,,0,3,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/754968e325d6f60d
Yukio Sakaguchi,,6,7,0,175.3,185.0,,Orthodox,"Jul 26, 1973",0.3,0.25,2.4,0.5,4.5,1.0,0.0,9.0,http://www.ufcstats.com/fighter-details/94a5aaf573f780ad
Akira Shoji,,14,17,5,172.7,195.0,,Orthodox,"Jan 31, 1974",1.03,0.34,2.63,0.53,1.79,0.73,0.82,0.4,http://www.ufcstats.com/fighter-details/b0c95dc8e858452c
Ron Stallings,The Choir Boy,14,8,0,188.0,170.0,190.5,Southpaw,"Jan 25, 1983",3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,http://www.ufcstats.com/fighter-details/6dd758d34da8d254
Hector Sandoval,Kid Alex,14,4,0,157.5,125.0,162.6,Orthodox,"Jul 19, 1986",3.31,0.52,2.33,0.65,3.49,0.25,0.71,1.4,http://www.ufcstats.com/fighter-details/449c890bd90f3374
Boston Salmon,Boom Boom,6,3,0,175.3,135.0,175.3,Southpaw,"Nov 20, 1990",4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/98e946879ba20c0f
Rick Story,The Horror,19,9,0,175.3,170.0,180.3,Southpaw,"Aug 28, 1984",3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,http://www.ufcstats.com/fighter-details/5b5307450405abf0
Erick Sanchez,,8,3,0,177.8,145.0,,,"Oct 04, 1990",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ef3663798164adf0
Cristina Stanciu,Barbie,5,2,0,160.0,115.0,,Orthodox,"Mar 29, 1994",2.5,0.5,3.07,0.52,0.85,1.0,0.4,1.7,http://www.ufcstats.com/fighter-details/175852708cb55776
Brandon Shuey,Big Dawg,7,6,0,170.2,155.0,,Orthodox,"Feb 01, 1976",0.68,0.33,1.36,0.0,0.0,0.0,0.0,10.2,http://www.ufcstats.com/fighter-details/585f9ffdb0cd0466
Pat Schilling,Thrilling,5,2,0,172.7,145.0,,Orthodox,"Aug 28, 1988",1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/de12bd65e2f46478
Masaaki Satake,,1,8,1,185.4,220.0,,Orthodox,"Aug 17, 1965",1.4,0.35,3.76,0.41,0.0,0.0,0.58,0.0,http://www.ufcstats.com/fighter-details/f4a031ac205ac580
Ryan Spann,Superman,23,11,0,195.6,205.0,200.7,Orthodox,"Aug 24, 1991",3.19,0.39,4.14,0.43,1.3,0.34,0.52,1.8,http://www.ufcstats.com/fighter-details/a67f5afa8d6a1b80
Kyle Sturgeon,,0,1,0,190.5,225.0,,Switch,"Feb 01, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d30415ec5e8783cd
Mairon Santos,The Legend,18,1,0,170.2,145.0,182.9,Orthodox,"Jun 10, 2000",3.33,0.48,2.24,0.65,0.0,0.0,0.69,0.0,http://www.ufcstats.com/fighter-details/480779d7f9a424d3
Niklas Stolze,Green Mask,12,6,0,185.4,155.0,188.0,Switch,"Dec 28, 1992",2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7,http://www.ufcstats.com/fighter-details/62f7097c04311193
Siala Siliga,Mighty Mo,12,5,0,185.4,290.0,,Orthodox,"Oct 08, 1970",1.08,0.26,1.96,0.5,1.47,0.5,0.8,0.0,http://www.ufcstats.com/fighter-details/3cf68c1d17f66af7
Roman Salazar,El Gallito,10,6,0,170.2,135.0,,Orthodox,"Feb 21, 1988",1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,http://www.ufcstats.com/fighter-details/72c4b253d2f5ebf2
Leon Shahbazyan,,7,2,0,193.0,170.0,188.0,Orthodox,"Nov 18, 1995",6.33,0.52,8.18,0.32,1.46,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/9eed2bcc9e0b92af
Steven Siler,Super,29,16,0,180.3,145.0,177.8,Orthodox,"Feb 15, 1987",3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,http://www.ufcstats.com/fighter-details/d188a3b817860ec6
Shang Zhifa,Northeast Flying Tiger,32,8,0,170.2,125.0,160.0,Orthodox,"Mar 15, 1986",1.27,0.32,1.27,0.6,2.0,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5a7350645bc9bd6e
Nicholas Sergiacomi,,1,1,0,,170.0,,,,4.38,0.55,3.94,0.59,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/efab191f204ffa17
Bruno Silva,Bulldog,15,7,2,162.6,125.0,165.1,Orthodox,"Mar 16, 1990",3.82,0.5,4.55,0.52,2.3,0.29,0.63,0.3,http://www.ufcstats.com/fighter-details/294aa73dbf37d281
Sam Sicilia,,15,8,0,172.7,145.0,170.2,Orthodox,"Feb 01, 1986",2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,http://www.ufcstats.com/fighter-details/b8aef0faf4ce9b31
Denis Stojnic,,13,3,0,182.9,245.0,,Orthodox,"Feb 02, 1980",1.51,0.23,6.06,0.36,0.0,0.0,0.8,1.0,http://www.ufcstats.com/fighter-details/a421465acbe59c77
Neil Seery,2Tap,16,13,0,162.6,125.0,162.6,Orthodox,"Aug 30, 1979",3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,http://www.ufcstats.com/fighter-details/49a74b9fb2e45fdf
Klaudia Sygula,,8,2,0,172.7,135.0,175.3,Orthodox,"Dec 30, 1998",7.27,0.48,5.5,0.56,0.41,0.12,0.4,0.0,http://www.ufcstats.com/fighter-details/9f5e3c20ce40b344
Ken Stone,,11,4,0,172.7,135.0,180.3,Southpaw,"Oct 08, 1982",3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,http://www.ufcstats.com/fighter-details/fbf0947399d14323
Ken Shamrock,The World's Most Dangerous Man,28,17,2,185.4,205.0,182.9,Orthodox,"Feb 11, 1964",1.47,0.46,4.3,0.39,0.94,0.6,0.44,2.5,http://www.ufcstats.com/fighter-details/63b65af1c5cb02cb
Leandro Silva,Buscape,20,6,1,175.3,155.0,182.9,Orthodox,"Nov 11, 1985",2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4,http://www.ufcstats.com/fighter-details/159da492e000afbf
Chris Saunders,The So Cal Kid,16,8,0,172.7,155.0,,,"Mar 11, 1986",1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b35a159f525764eb
Mikheil Sazhiniani,Spartan,13,3,0,182.9,205.0,180.3,Orthodox,"Oct 05, 1996",2.27,0.28,3.03,0.52,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/22a1f83edb865aee
Laureano Staropoli,Pepi,9,5,0,185.4,185.0,180.3,Orthodox,"Feb 27, 1993",3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0,http://www.ufcstats.com/fighter-details/a12a8314adc1c1c9
Charon Spain,,14,26,0,175.3,155.0,,,"Mar 11, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c278e8843b8abfec
Jeka Saragih,,14,5,0,172.7,145.0,175.3,Orthodox,"Jan 01, 1995",2.75,0.5,2.82,0.4,2.17,0.8,0.66,0.5,http://www.ufcstats.com/fighter-details/57186c150c645200
Chad Sutton,,2,2,0,185.4,185.0,,,"Aug 07, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/556347e2b0e33979
Antonio Schembri,Nino,5,5,0,175.3,205.0,,Orthodox,"Jun 01, 1974",0.72,0.26,2.12,0.55,1.31,0.4,0.0,0.4,http://www.ufcstats.com/fighter-details/a3244e3238541482
Pat Sabatini,,21,5,0,172.7,145.0,177.8,Orthodox,"Nov 09, 1990",1.69,0.59,1.09,0.5,4.48,0.5,0.5,1.5,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d
Ivan Salaverry,,14,9,0,182.9,185.0,,Orthodox,"Jan 11, 1971",3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,http://www.ufcstats.com/fighter-details/394f55ebca199124
Andre Soukhamthath,The Asian Sensation,13,8,0,175.3,135.0,177.8,Orthodox,"Oct 23, 1988",2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,http://www.ufcstats.com/fighter-details/d0e50a3d1b250708
Paul Sass,,14,2,0,182.9,155.0,185.4,Orthodox,"Aug 04, 1988",0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,http://www.ufcstats.com/fighter-details/7b143a54451263d9
Mike Seal,Crazy Boy,13,15,1,193.0,185.0,,Orthodox,"Jul 30, 1977",5.5,0.68,3.33,0.5,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/0c01568b1ac77bff
Sebastian Szalay,Seb,10,2,0,167.6,145.0,167.6,Orthodox,"Feb 03, 1994",4.94,0.41,2.2,0.65,0.51,0.2,0.84,0.0,http://www.ufcstats.com/fighter-details/f201f21cf2c79eb2
Bentley Syler,Bolivia,5,1,0,162.6,125.0,,Orthodox,"Dec 22, 1982",1.3,0.18,1.73,0.79,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/abd2109bc4cb0291
Matheus Scheffel,Buffa,14,7,0,188.0,205.0,190.5,Orthodox,"Nov 04, 1992",1.33,0.36,3.0,0.47,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/a296ad1d238d97df
Anderson Silva,The Spider,34,11,0,188.0,185.0,195.6,Southpaw,"Apr 14, 1975",3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,http://www.ufcstats.com/fighter-details/1f454354805b6f75
Uran Satybaldiev,Gorilla,9,1,0,193.0,205.0,200.7,Orthodox,"Aug 10, 1994",2.14,0.25,3.66,0.44,0.0,0.0,0.5,1.7,http://www.ufcstats.com/fighter-details/02f484417a6fa69d
Bruno Souza,The Tiger,10,3,0,177.8,145.0,177.8,Orthodox,"Mar 07, 1996",3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0,http://www.ufcstats.com/fighter-details/0e5c4e72237461bb
Rony Sefo,,0,2,0,175.3,225.0,,Orthodox,"Apr 10, 1972",0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d6b68eaf4b68b160
Mark Striegl,Mugen,18,4,0,172.7,145.0,177.8,Southpaw,"Jun 23, 1988",1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/ef1182eb28c17d4e
Martin Svensson,,15,6,0,185.4,155.0,,,"Apr 25, 1985",2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bcad7223af3c19da
Adriano Santos,,0,1,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c6e6926a81adcd00
Jason Sharp,,3,3,0,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/285e32e41f61a5b1
Katsuyori Shibata,,4,11,1,182.9,168.0,,Orthodox,"Nov 17, 1979",2.06,0.35,2.4,0.53,0.49,0.5,0.53,0.7,http://www.ufcstats.com/fighter-details/d4da8995fc91e7ef
Mario Sousa,Coracao Valente,15,3,0,190.5,185.0,200.7,Orthodox,"Oct 20, 1996",2.82,0.5,2.99,0.28,0.52,0.25,0.37,0.5,http://www.ufcstats.com/fighter-details/72782745eb47161a
Ovince Saint Preux,,27,18,0,190.5,205.0,203.2,Southpaw,"Apr 08, 1983",3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5,http://www.ufcstats.com/fighter-details/50db8711c70196cd
Naho Sugiyuma,Sugi Rock,12,5,0,154.9,105.0,,,"Feb 03, 1978",2.59,0.48,2.45,0.71,2.05,1.0,0.66,0.0,http://www.ufcstats.com/fighter-details/b205d4f2ff44bc89
Ronal Siahaan,Naga Sakti,7,1,0,170.2,125.0,180.3,Southpaw,"May 05, 1996",0.63,0.66,6.17,0.25,0.0,0.0,0.25,0.0,http://www.ufcstats.com/fighter-details/762226efa2b01654
Rafael Silva,Morcego,28,6,0,170.2,135.0,,,"Mar 20, 1985",0.67,0.5,0.73,0.67,0.0,0.0,0.25,1.0,http://www.ufcstats.com/fighter-details/a31358d90d4bb40a
Clifford Starks,,13,3,0,182.9,185.0,198.1,Orthodox,"Apr 25, 1981",1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,http://www.ufcstats.com/fighter-details/5abf827d62f98fee
Neemias Santana,,7,3,1,188.0,185.0,193.0,Orthodox,"Jul 10, 1996",1.67,0.34,2.0,0.52,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/86989ee8fe97884d
Wes Shivers,,7,1,0,203.2,,,,"Mar 08, 1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ad863b0d57952c57
Adam Steele,,0,1,0,,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/16044bd8762cf794
Matthew Semelsberger,Semi The Jedi,11,8,0,185.4,170.0,190.5,Switch,"Nov 23, 1992",3.77,0.42,4.24,0.54,1.01,0.57,0.45,0.4,http://www.ufcstats.com/fighter-details/4aa58269d0664b5b
Miguel Torres,,44,9,0,175.3,135.0,193.0,Orthodox,"Jan 18, 1981",3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,http://www.ufcstats.com/fighter-details/33b2f68ef95252e0
Ramazan Temirov,Temurlan,19,3,0,162.6,125.0,160.0,Orthodox,"Jan 31, 1997",4.37,0.4,3.93,0.59,0.84,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/7d0a1968b38ca439
Otari Tanzilovi,,9,1,0,177.8,135.0,177.8,Orthodox,"Apr 09, 1998",4.53,0.72,3.33,0.55,4.0,0.25,0.0,0.0,http://www.ufcstats.com/fighter-details/b9124c308671e303
Oleg Taktarov,The Russian Bear,17,5,2,182.9,210.0,,Orthodox,"Aug 26, 1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1dc56b59cb28425d
Jason Thacker,,0,1,0,177.8,185.0,,Orthodox,"Aug 18, 1975",0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f0264252e191da22
Carl Toomey,,3,3,0,,,,,"Mar 15, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5ee87e0432205755
Yoko Takahashi,,15,12,2,172.7,150.0,,,"Apr 20, 1973",5.11,0.54,8.78,0.48,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/01f86e2d604e2f3c
Daiju Takase,,12,15,2,182.9,170.0,,Southpaw,"Apr 20, 1978",0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,http://www.ufcstats.com/fighter-details/4f74c8be51db8a37
Jalin Turner,The Tarantula,15,9,0,190.5,155.0,195.6,Southpaw,"May 18, 1995",5.79,0.48,4.54,0.41,0.75,0.55,0.75,1.1,http://www.ufcstats.com/fighter-details/4d8fa64202cee4c1
Torrance Taylor,,13,8,1,170.2,155.0,,,"Oct 11, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/88e53ec16b801740
Junior Tafa,The Juggernaut,6,5,0,190.5,205.0,190.5,Orthodox,"Sep 21, 1996",3.41,0.51,2.55,0.51,0.0,0.0,0.7,0.0,http://www.ufcstats.com/fighter-details/c15fa95b9a12fde4
Tuco Tokkos,,11,5,0,193.0,205.0,193.0,Orthodox,"Jun 30, 1990",2.12,0.4,4.27,0.46,4.21,0.47,0.33,0.5,http://www.ufcstats.com/fighter-details/3e8118c1ab52f211
Yoshihiro Takayama,,1,4,0,195.6,280.0,,Orthodox,"Sep 19, 1968",3.4,0.54,5.69,0.29,0.67,0.33,0.55,0.0,http://www.ufcstats.com/fighter-details/d856a0080ac09ed7
Nolan Ticman,,4,3,0,167.6,125.0,,Orthodox,"May 17, 1988",2.57,0.47,2.53,0.67,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/9eb069062a0cfc13
Alexia Thainara,Burguesinha,13,1,0,162.6,115.0,170.2,Orthodox,"Nov 20, 1995",4.52,0.4,2.46,0.65,3.91,0.6,1.0,1.7,http://www.ufcstats.com/fighter-details/545092d13c67aa49
Ryan Thomas,The Tank Engine,20,8,0,182.9,170.0,,Orthodox,"Nov 05, 1984",2.01,0.36,4.17,0.3,5.59,0.33,0.0,2.2,http://www.ufcstats.com/fighter-details/b732b326c362fb62
Andrew Todhunter,The Sniper,8,0,0,182.9,185.0,,Switch,"Nov 30, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/274ca7b799b402cc
Aaron Tau,Tauzemup,11,1,0,162.6,125.0,167.6,Switch,"Aug 21, 1993",4.85,0.44,5.0,0.6,0.89,0.18,0.64,0.0,http://www.ufcstats.com/fighter-details/7abf7f8778472b7b
Michael Trizano,The Lone Wolf,11,3,0,180.3,145.0,180.3,Orthodox,"Dec 31, 1991",3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5,http://www.ufcstats.com/fighter-details/5bf31a46becc1204
David Terrell,The Soul Assassin,6,2,0,185.4,185.0,,Southpaw,"Jan 09, 1978",2.34,0.63,2.71,0.37,5.54,0.5,0.0,5.5,http://www.ufcstats.com/fighter-details/4123fd4dcc1fe937
Michinori Tanaka,,11,3,0,165.1,135.0,170.2,Orthodox,"Oct 04, 1990",1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,http://www.ufcstats.com/fighter-details/64788ee44b062ded
Justin Tafa,Bad Man,7,5,0,182.9,264.0,188.0,Southpaw,"Dec 13, 1993",4.05,0.54,5.11,0.47,0.0,0.0,0.53,0.0,http://www.ufcstats.com/fighter-details/e13abac8089a801a
Puja Tomar,Cyclone,9,5,0,162.6,115.0,149.9,Southpaw,"Dec 05, 1993",5.61,0.48,5.82,0.46,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/19f8a2f6eecd92ac
Hiroyuki Takaya,Streetfight Bancho,21,14,2,167.6,139.0,,Orthodox,"Jun 10, 1977",3.18,0.33,3.16,0.6,0.9,0.45,0.66,0.0,http://www.ufcstats.com/fighter-details/0d16bdb7d32e88e9
Oli Thompson,,17,10,0,185.4,242.0,190.5,Orthodox,"Jan 02, 1980",1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5,http://www.ufcstats.com/fighter-details/dcdd511ff757f15c
Roberto Traven,Spider,6,4,1,190.5,227.0,,Orthodox,"Sep 16, 1968",0.92,0.5,2.77,0.57,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/20ec0061400178ca
Jon Tuck,Super Saiyan,10,5,0,180.3,155.0,185.4,Orthodox,"Aug 28, 1984",3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,http://www.ufcstats.com/fighter-details/53ec9cb470e1a4ea
James Thompson,The Colossus,20,16,0,195.6,265.0,,Orthodox,"Dec 16, 1978",5.13,0.52,3.19,0.41,3.14,0.36,0.53,1.3,http://www.ufcstats.com/fighter-details/9e30f69cc0869301
Jose Torres,Shorty,8,1,0,162.6,125.0,165.1,Orthodox,"Aug 02, 1992",4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0,http://www.ufcstats.com/fighter-details/d2036f31c035e0d1
J.T Taylor,The Outlaw,7,7,0,177.8,,,,,3.17,0.8,3.7,0.26,3.96,1.0,0.0,7.9,http://www.ufcstats.com/fighter-details/17c6e35e4da505b0
Amber Tackett,,1,3,0,,115.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bb01bc3c57f39b04
Danielle Taylor,Dynamite,9,4,0,152.4,115.0,152.4,Orthodox,"Oct 25, 1989",2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,http://www.ufcstats.com/fighter-details/b76c6268dc1d3c05
Anthony Torres,The Crush,5,3,0,172.7,170.0,,Orthodox,"Jul 31, 1978",3.54,0.48,7.52,0.45,0.0,0.0,1.0,2.2,http://www.ufcstats.com/fighter-details/918d9d89d4d52acc
Glover Teixeira,,33,9,0,188.0,205.0,193.0,Orthodox,"Oct 28, 1979",3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
Akihito Tanaka,Kinniku Mantaro,2,2,0,,,,Southpaw,"Mar 09, 1983",0.19,0.5,2.05,0.38,5.59,0.66,0.0,0.0,http://www.ufcstats.com/fighter-details/1bf49bf829964144
Manny Tapia,The Mangler,12,14,1,165.1,135.0,170.2,Orthodox,"Mar 14, 1981",2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2,http://www.ufcstats.com/fighter-details/0eec866a077889f0
Wellington Turman,The Prodigy,18,8,0,182.9,170.0,182.9,Orthodox,"Jul 22, 1996",3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
Salim Touahri,Grizzly,10,4,0,177.8,170.0,182.9,Orthodox,"Sep 28, 1989",2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0,http://www.ufcstats.com/fighter-details/cbf1c7ba5408a66f
Eduardo Torres Caut,Cyborg,16,2,0,170.2,135.0,177.8,Orthodox,"Apr 26, 1995",1.1,0.34,1.24,0.65,2.06,0.33,0.5,0.0,http://www.ufcstats.com/fighter-details/c8d46028907bcece
Colby Thicknesse,Slickness,8,1,0,170.2,135.0,175.3,Orthodox,"Jun 23, 1999",3.33,0.42,2.8,0.5,1.0,0.09,0.5,0.5,http://www.ufcstats.com/fighter-details/ed7d329d7c29428d
Courtney Turner,,0,3,0,188.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/56f4b81ec4db61af
Osamu Tachihikari,,0,4,0,195.6,300.0,,Orthodox,"Sep 12, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e7bc606d269896aa
Jesse Taylor,JT Money,31,15,0,182.9,170.0,185.4,Orthodox,"Jan 02, 1983",1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1,http://www.ufcstats.com/fighter-details/dd992d569aaebee6
