Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Mario Pinto,,11,0,0,195.6,265.0,200.7,Orthodox,"Mar 14, 1998",3.39,0.78,2.42,0.53,2.72,0.6,1.0,1.8,http://www.ufcstats.com/fighter-details/39d309957c5c210d
Preston Parsons,Pressure,11,6,0,180.3,170.0,180.3,Orthodox,"Jul 15, 1995",3.54,0.51,3.25,0.54,3.46,0.36,0.71,2.3,http://www.ufcstats.com/fighter-details/9fe7af8b3fbe00a0
Ihor Potieria,Duelist,20,8,0,190.5,185.0,190.5,Southpaw,"May 29, 1996",4.44,0.5,4.96,0.5,0.73,0.18,0.66,0.0,http://www.ufcstats.com/fighter-details/260bd4cef10b033f
Won Sik Park,Parky,11,7,1,180.3,154.0,,Orthodox,"Dec 16, 1986",2.6,0.43,2.2,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9df394db5ca103eb
Jiri Prochazka,,32,5,1,190.5,205.0,203.2,Orthodox,"Oct 14, 1992",5.69,0.55,5.6,0.45,0.51,0.6,0.68,0.2,http://www.ufcstats.com/fighter-details/009341ed974bad72
Anthony Pettis,Showtime,24,10,0,177.8,155.0,182.9,Orthodox,"Jan 27, 1987",3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,http://www.ufcstats.com/fighter-details/cbb682f5fcc44bfc
Tecia Pennington,Tiny Tornado,15,8,0,154.9,115.0,152.4,Orthodox,"Aug 16, 1989",4.73,0.48,3.48,0.61,0.56,0.14,0.62,0.1,http://www.ufcstats.com/fighter-details/31ef8b67e13495b3
Stephen Palling,Bozo,11,7,1,162.6,143.0,,,"Jan 29, 1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ab7c212de9f66af0
Sergei Pavlovich,,20,3,0,190.5,257.0,213.4,Southpaw,"May 13, 1992",4.43,0.44,3.62,0.55,0.48,0.25,0.75,0.0,http://www.ufcstats.com/fighter-details/f14cf73e51b29254
Robert Peralta,Problems,18,8,0,172.7,145.0,180.3,Orthodox,"Mar 14, 1986",3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,http://www.ufcstats.com/fighter-details/960d6cae8879ba2b
Tyra Parker,,4,5,0,165.1,115.0,,Orthodox,"Sep 18, 1989",1.5,0.22,9.0,0.14,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/64be3dc99eaa42b6
Gaetano Pirrello,El Tigre,15,7,1,170.2,135.0,165.1,Orthodox,"Apr 29, 1992",0.99,0.55,2.44,0.42,0.0,0.0,0.3,0.0,http://www.ufcstats.com/fighter-details/8765559b6a29a421
Ricardo Prasel,Alemao,10,2,0,200.7,238.0,198.1,Orthodox,"Jun 02, 1990",2.21,0.57,7.83,0.37,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b51d0ed3782a1bf5
Philip Perez,,7,5,1,165.1,155.0,,Southpaw,,1.36,1.0,0.68,0.66,10.23,1.0,0.0,10.2,http://www.ufcstats.com/fighter-details/eee8efec7b951d84
Lara Procopio,,7,2,0,162.6,125.0,170.2,Orthodox,"Nov 14, 1995",5.64,0.58,6.5,0.47,3.15,0.47,0.5,0.3,http://www.ufcstats.com/fighter-details/e99821959a840bb8
Dinis Paiva Jr.,Sweetbread,13,8,0,175.3,145.0,180.3,Southpaw,"May 26, 1988",2.6,0.41,2.73,0.67,0.0,0.0,0.81,0.0,http://www.ufcstats.com/fighter-details/ad3a5e465c76e499
Ryan Parker,,0,1,0,190.5,235.0,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6a0b80a24f22e152
Rafael Pergentino,,5,1,0,185.4,205.0,193.0,Orthodox,"Jan 08, 2002",0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8d3b4a630b1bf1e6
Nick Pica,The Silverback,5,1,0,177.8,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7922e8269adcc25a
Michel Pereira,Demolidor,31,14,0,185.4,185.0,185.4,Orthodox,"Oct 06, 1993",4.49,0.52,4.35,0.51,1.13,0.52,0.76,0.7,http://www.ufcstats.com/fighter-details/595db60957de51d3
Dustin Pague,The Disciple,12,11,0,175.3,135.0,188.0,Orthodox,"Aug 05, 1987",1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,http://www.ufcstats.com/fighter-details/55f80a8aeffcdb33
Joe Pearson,The Triangular Strangler,45,30,1,177.8,145.0,,Orthodox,"Mar 28, 1978",0.59,0.18,3.51,0.33,0.0,0.0,0.0,4.4,http://www.ufcstats.com/fighter-details/122806b56775a53a
Jessica Penne,,14,9,0,165.1,115.0,170.2,Orthodox,"Jan 30, 1983",2.63,0.33,5.05,0.45,1.29,0.18,0.36,0.5,http://www.ufcstats.com/fighter-details/c742287ed86a09bc
Eduardo Pamplona,,16,4,0,180.3,170.0,,,"Feb 20, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f31c0905045fa100
Brandon Polcare,,1,1,0,,125.0,,,,0.43,0.5,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/543cd2258f4fa339
Chris Price,The Exorcist,19,4,0,188.0,185.0,,Southpaw,"Nov 09, 1982",1.44,0.66,2.59,0.48,0.0,0.0,0.33,2.2,http://www.ufcstats.com/fighter-details/0597a4528ebd1307
Mick Parkin,,10,1,0,193.0,265.0,200.7,Orthodox,"Oct 02, 1995",4.7,0.5,4.13,0.58,1.38,0.46,0.5,0.2,http://www.ufcstats.com/fighter-details/0d5cc0170c1a7e71
Luana Pinheiro,,11,5,0,157.5,115.0,157.5,Orthodox,"Nov 18, 1992",3.29,0.39,4.06,0.6,2.33,0.37,0.71,0.2,http://www.ufcstats.com/fighter-details/a3a542074109b347
Bubba Pugh,,3,3,0,177.8,185.0,,,,2.87,0.67,2.6,0.23,4.0,0.57,0.8,0.0,http://www.ufcstats.com/fighter-details/6cf2352cdb3de59d
Trevor Peek,,9,3,0,175.3,145.0,177.8,Switch,"Jan 09, 1995",4.39,0.53,3.88,0.43,1.45,0.5,0.52,0.0,http://www.ufcstats.com/fighter-details/0bc697c5936a2d0a
Alex Pereira,Poatan,13,3,0,193.0,205.0,200.7,Orthodox,"Jul 07, 1987",5.16,0.62,3.5,0.53,0.11,0.5,0.79,0.2,http://www.ufcstats.com/fighter-details/e5549c82bfb5582d
Fredson Paixao,,10,5,0,167.6,145.0,167.6,Orthodox,"May 13, 1979",1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,http://www.ufcstats.com/fighter-details/320edfb0332b7073
Cole Province,,6,2,0,175.3,145.0,172.7,Orthodox,"Jan 17, 1981",1.47,0.44,2.72,0.43,2.4,0.5,0.83,1.0,http://www.ufcstats.com/fighter-details/2a470ad41c22c25a
Lucie Pudilova,,14,10,0,172.7,125.0,170.2,Orthodox,"Jun 13, 1994",3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6,http://www.ufcstats.com/fighter-details/3cf66c62d9069f43
John Polakowski,Buckets of Blood,2,2,0,177.8,155.0,,Orthodox,"Jun 21, 1981",2.6,0.26,2.83,0.5,0.0,0.0,0.87,0.7,http://www.ufcstats.com/fighter-details/b18fb36a4aa00093
Raquel Pa'aluhi,Rocky,6,5,0,170.2,135.0,,,"Oct 14, 1990",1.71,0.56,3.42,0.46,0.0,0.0,0.18,0.0,http://www.ufcstats.com/fighter-details/373be586f370d400
Viktor Pesta,,10,4,0,190.5,240.0,195.6,Orthodox,"Jul 15, 1990",1.58,0.36,2.54,0.56,3.29,0.28,1.0,0.0,http://www.ufcstats.com/fighter-details/202b0467521c9d6f
Jesus Pinedo,El Mudo,16,5,1,177.8,155.0,,Southpaw,"Jun 22, 1996",3.23,0.38,4.37,0.52,2.5,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/25af5e832f17b474
Seth Petruzelli,The Silverback,14,8,0,182.9,205.0,193.0,Orthodox,"Dec 03, 1979",2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,http://www.ufcstats.com/fighter-details/93b9496275bbbf80
Ray Perales,Relentless,13,22,0,177.8,170.0,,Orthodox,"Jul 02, 1975",0.18,0.25,2.39,0.32,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/9a70f67ad2187fa3
Felipe Portela,Balboa,9,2,0,,170.0,,,"Nov 23, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/303e017a9074f3aa
Ross Pointon,The Gladiator,6,17,0,172.7,170.0,,Orthodox,"Feb 18, 1980",2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7215953cd5c6254d
Daniel Puder,,8,0,0,190.5,235.0,,Orthodox,"Oct 09, 1981",2.77,0.68,1.17,0.38,1.21,0.5,0.81,9.0,http://www.ufcstats.com/fighter-details/66e0a70352fef46a
Josh Quinlan,Bushido,6,3,0,182.9,170.0,182.9,Orthodox,"Feb 06, 1993",3.57,0.42,6.38,0.53,0.34,0.11,0.71,0.0,http://www.ufcstats.com/fighter-details/876f478f796495f7
Billy Quarantillo,,18,7,0,177.8,145.0,177.8,Orthodox,"Dec 08, 1988",7.44,0.54,5.83,0.42,1.47,0.24,0.61,1.0,http://www.ufcstats.com/fighter-details/aa171d55d4b5208f
Ryan Quinn,,13,7,1,172.7,145.0,,,,2.31,0.41,1.67,0.48,0.0,0.0,0.0,1.9,http://www.ufcstats.com/fighter-details/cc23ed51619421a3
Cristian Quinonez,Problema,18,5,0,172.7,135.0,177.8,Orthodox,"Apr 26, 1996",4.19,0.4,4.55,0.55,1.37,0.37,0.84,0.0,http://www.ufcstats.com/fighter-details/7debc13b36343605
Jose Quinonez,Teco,9,5,0,172.7,135.0,175.3,Southpaw,"Jul 28, 1990",3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,http://www.ufcstats.com/fighter-details/36549928f90f1d36
Jimmy Quinlan,Crash,3,1,1,182.9,185.0,,Orthodox,"May 25, 1986",2.08,0.7,5.94,0.16,4.46,0.25,0.0,0.0,http://www.ufcstats.com/fighter-details/ddbe4fa2ea573393
Gary Quan,,3,5,0,172.7,143.0,,,"Apr 11, 1971",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f7b4cbe93f3bac06
Bao Quach,,19,10,1,160.0,145.0,,Orthodox,"Sep 04, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d365ee924f5cc3fc
Michel Quinones,El Capo,8,3,0,177.8,155.0,185.4,Orthodox,"Dec 22, 1984",2.91,0.29,5.98,0.48,0.0,0.0,0.36,0.0,http://www.ufcstats.com/fighter-details/5e84a859c6a82288
Landon Quinones,The Lone Wolf,7,3,1,175.3,155.0,177.8,Southpaw,"Nov 21, 1995",6.77,0.4,7.7,0.55,0.5,0.33,1.0,0.0,http://www.ufcstats.com/fighter-details/267f4a6568abe245
Qiu Lun,Tibetan Knight,16,9,0,172.7,125.0,167.6,Southpaw,"Jul 08, 1997",3.51,0.46,1.78,0.67,0.67,0.18,0.68,0.0,http://www.ufcstats.com/fighter-details/126bdc1710a8cbf4
Vinicius Queiroz,Spartan,8,4,0,200.7,220.0,,Orthodox,"Aug 29, 1983",3.67,0.51,4.1,0.41,5.07,0.7,1.0,0.7,http://www.ufcstats.com/fighter-details/2a8502954f49e682
Nate Quarry,Rock,12,4,0,182.9,185.0,182.9,Open Stance,"Mar 18, 1972",4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0,http://www.ufcstats.com/fighter-details/52cae54377b433b7
Loik Radzhabov,The Tajik Tank,18,6,1,180.3,155.0,175.3,Orthodox,"Sep 17, 1990",2.89,0.44,3.76,0.46,4.65,0.57,0.42,0.0,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637
Mike Richman,The Marine,18,7,0,172.7,135.0,,,"Jun 23, 1985",4.06,0.44,3.49,0.43,0.0,0.0,0.76,0.0,http://www.ufcstats.com/fighter-details/d6a740cf6e898e27
Jason Riley,The Juggernaut,10,7,0,198.1,245.0,,,"Sep 22, 1975",0.0,0.0,9.68,0.33,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/995af04c697d78b7
Antony Rea,Wild Thing,33,15,0,182.9,205.0,,Orthodox,"Jul 15, 1976",2.89,0.28,5.42,0.42,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/c36e1f4fa755ffb4
Rodrigo Ruas,,4,5,1,177.8,185.0,,Orthodox,"Oct 06, 1977",1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/94070f6544c4b2a5
Jared Rollins,J-Roc,8,4,0,175.3,170.0,,Orthodox,"Jan 26, 1977",3.33,0.57,2.41,0.39,2.5,0.5,0.5,1.2,http://www.ufcstats.com/fighter-details/c4b6099f0d25f75e
Eddie Ruiz,,1,1,0,170.2,155.0,,Orthodox,"Jun 10, 1967",0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0,http://www.ufcstats.com/fighter-details/7b9aa973e5c04624
Ronaldo Rodriguez,Lazy Boy,17,3,0,167.6,125.0,165.1,Orthodox,"May 07, 1999",2.71,0.43,3.8,0.44,1.09,0.36,0.64,0.8,http://www.ufcstats.com/fighter-details/f2900678e98f6d6a
Sora Rakhmonova,,4,1,0,,125.0,,,"Jun 21, 1998",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/63ff619c52ff7976
Roberto Romero,El Charro Negro,8,5,1,172.7,145.0,177.8,Orthodox,"Jan 30, 2000",4.56,0.49,6.44,0.44,0.0,0.0,0.71,0.0,http://www.ufcstats.com/fighter-details/15ea371202eb25e1
Ray Routh,,2,1,0,172.7,185.0,,Orthodox,,0.54,0.21,3.22,0.28,2.69,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/cba3a2dfbc06ce79
Luis Ramos,Beicao,20,10,2,172.7,170.0,,Orthodox,"Jan 18, 1981",2.4,0.35,5.6,0.42,1.5,0.2,1.0,0.0,http://www.ufcstats.com/fighter-details/7bc475b0fc2020ab
Ronda Rousey,Rowdy,12,2,0,170.2,135.0,167.6,Orthodox,"Feb 01, 1987",4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,http://www.ufcstats.com/fighter-details/8bdac25ce0bb874d
Shavkat Rakhmonov,Nomad,19,0,0,185.4,170.0,195.6,Orthodox,"Oct 23, 1994",3.25,0.6,2.17,0.51,1.4,0.25,0.85,1.2,http://www.ufcstats.com/fighter-details/01afe0916a40c7c5
Mitch Raposo,,10,3,0,165.1,125.0,162.6,Switch,"Oct 16, 1998",1.73,0.36,2.65,0.61,2.54,0.37,0.61,0.0,http://www.ufcstats.com/fighter-details/0be6776db31d98ec
Ricco Rodriguez,Suave,53,25,0,193.0,265.0,,Orthodox,"Aug 19, 1977",1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,http://www.ufcstats.com/fighter-details/50cc91ce2982785d
Victor Rodriguez,Vicious,7,4,0,165.1,125.0,170.2,Switch,"Sep 05, 1992",1.59,0.37,6.11,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f6e5972c9d16c40e
Alexandr Romanov,King Kong,18,3,0,188.0,262.0,190.5,Southpaw,"Dec 11, 1990",3.78,0.51,2.13,0.54,4.49,0.55,0.28,0.9,http://www.ufcstats.com/fighter-details/c0badf3243907e59
Josh Rafferty,,9,8,0,182.9,170.0,,Orthodox,"Jan 06, 1981",0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0,http://www.ufcstats.com/fighter-details/ff2c606c8bc365e3
Gabe Ruediger,Godzilla,18,8,0,177.8,155.0,,Orthodox,"Aug 29, 1977",1.7,0.31,5.16,0.41,2.04,0.11,0.28,0.0,http://www.ufcstats.com/fighter-details/ccba80d4820ef557
Ed Ratcliff,9mm,7,3,0,177.8,155.0,180.3,Orthodox,"Mar 05, 1983",2.71,0.38,2.96,0.63,0.28,0.16,0.53,0.0,http://www.ufcstats.com/fighter-details/8c90c1563972e44d
Alex Ricci,,10,5,0,180.3,155.0,,Orthodox,"Jul 21, 1982",2.48,0.41,2.53,0.64,0.0,0.0,0.64,0.0,http://www.ufcstats.com/fighter-details/bf9bc96336922271
Mike Rodriguez,Slo Mike,11,7,0,193.0,205.0,208.3,Southpaw,"Nov 28, 1988",4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,http://www.ufcstats.com/fighter-details/18b602842a24f7c5
Cam Rowston,,14,3,0,190.5,185.0,198.1,Orthodox,"Jan 19, 1995",4.26,0.46,2.62,0.51,0.5,0.5,0.33,0.5,http://www.ufcstats.com/fighter-details/8ebc3a8da015d70c
Ben Rothwell,,39,14,0,193.0,265.0,198.1,Orthodox,"Oct 17, 1981",3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,http://www.ufcstats.com/fighter-details/bd58d34e39b7b12a
Mateusz Rebecki,,20,4,0,170.2,155.0,167.6,Southpaw,"Oct 03, 1992",5.21,0.46,4.69,0.53,3.38,0.52,0.5,0.5,http://www.ufcstats.com/fighter-details/849c5d9979df5357
James Reese,JP,11,10,0,175.3,155.0,,,"Dec 21, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e9ec08ebb3f92aa3
John Richard,,3,5,1,,205.0,,,"May 22, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b3e5a460b6851080
Vagner Rocha,Ceara,14,4,0,177.8,155.0,185.4,Orthodox,"Jun 06, 1982",2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,http://www.ufcstats.com/fighter-details/d403b1a6f278c95e
Albert Rios,,13,6,0,172.7,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/868a78f2e810a837
Juancamilo Ronderos,100,4,2,0,160.0,125.0,162.6,Southpaw,"Feb 17, 1995",2.18,0.3,2.18,0.63,2.72,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/4a043165cf47cab2
Nursulton Ruziboev,Black,36,9,2,195.6,185.0,193.0,Orthodox,"Nov 19, 1993",2.59,0.46,2.89,0.48,0.75,0.66,0.33,0.0,http://www.ufcstats.com/fighter-details/49d2a08964c5eb11
Kain Royer,,2,2,0,,185.0,,,,0.0,0.0,1.63,0.14,0.0,0.0,0.0,4.1,http://www.ufcstats.com/fighter-details/712aa894b3a344df
Nick Roehrick,,7,1,0,188.0,205.0,,Orthodox,"Jul 06, 1987",2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7195e2a932686f82
Damonte Robinson,,6,1,1,182.9,155.0,195.6,,"Jun 10, 1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2782235b078b72a7
Kaleio Romero,KO,6,2,0,177.8,145.0,175.3,Switch,"Apr 19, 1996",2.6,0.48,3.27,0.5,1.0,0.08,0.0,1.0,http://www.ufcstats.com/fighter-details/33df417d0017eb0c
Aaron Riley,,30,14,1,172.7,155.0,175.3,Southpaw,"Dec 09, 1980",3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b
Jacob Rosales,The Lil Badger,13,7,0,180.3,155.0,188.0,Orthodox,"Jul 28, 1995",7.19,0.46,10.66,0.44,1.12,0.18,0.5,0.6,http://www.ufcstats.com/fighter-details/f7faf5b19e0dec2e
Jesse Ronson,The Body Snatcher,21,12,0,177.8,155.0,177.8,Southpaw,"Dec 24, 1985",3.54,0.47,3.39,0.57,0.46,0.28,0.57,0.5,http://www.ufcstats.com/fighter-details/5580771f383e141f
Haisam Rida,,0,0,0,,,,,"Jul 25, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d8a58e797518f011
Robert Ruchala,Faker,11,2,0,172.7,145.0,182.9,Switch,"May 15, 1998",2.27,0.35,3.27,0.57,2.0,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/92aed9d16794f42b
Abdul Razak Alhassan,,12,7,0,177.8,185.0,185.4,Orthodox,"Aug 11, 1985",3.64,0.49,4.01,0.54,0.84,0.33,0.51,0.2,http://www.ufcstats.com/fighter-details/eae431e70064e046
Mitch Ramirez,,8,3,0,180.3,155.0,180.3,Orthodox,"Nov 03, 1992",3.51,0.44,3.98,0.37,0.59,0.33,0.25,0.0,http://www.ufcstats.com/fighter-details/e99eb0ef25885de5
Rafael Rebello,Rafinha,9,4,0,165.1,135.0,170.2,Orthodox,"Oct 16, 1980",2.19,0.32,3.29,0.58,2.82,0.33,0.75,0.5,http://www.ufcstats.com/fighter-details/972197a8c61ac413
Elise Reed,,8,5,0,160.0,115.0,160.0,Orthodox,"Dec 05, 1992",3.41,0.53,3.26,0.51,0.46,0.6,0.53,0.0,http://www.ufcstats.com/fighter-details/ac7c765882f2c68c
Jake Rosholt,,12,5,0,185.4,185.0,,Orthodox,"Feb 09, 1982",2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8,http://www.ufcstats.com/fighter-details/4f2fcbefb668689d
Gillian Robertson,The Savage,16,8,0,165.1,115.0,160.0,Orthodox,"May 17, 1995",2.86,0.48,2.86,0.56,2.74,0.4,0.41,0.9,http://www.ufcstats.com/fighter-details/38c7f72747f4f712
Solomon Renfro,The Black Dragon,8,2,0,175.3,170.0,182.9,Switch,"Feb 05, 1997",5.2,0.44,3.53,0.61,2.0,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/ce6b5b93a96dd15b
Joe Riggs,Diesel,44,17,0,182.9,185.0,177.8,Southpaw,"Sep 23, 1982",2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,http://www.ufcstats.com/fighter-details/d512d9f204059f57
Wilson Reis,,23,10,0,162.6,125.0,165.1,Southpaw,"Jan 06, 1985",1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2
Luke Rockhold,,16,6,0,190.5,185.0,195.6,Southpaw,"Oct 17, 1984",4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Johnny Rees,The Hater Hurter,13,5,0,182.9,170.0,,Orthodox,"Oct 21, 1982",3.29,0.64,0.84,0.47,1.15,0.25,0.5,0.0,http://www.ufcstats.com/fighter-details/3ba3b5cc94498437
Dave Rickels,The Caveman,18,4,0,180.3,155.0,,,"Jan 05, 1989",4.29,0.59,5.53,0.42,0.0,0.0,0.25,0.0,http://www.ufcstats.com/fighter-details/98b76850b5f1e836
Marina Rodriguez,,17,6,2,167.6,115.0,165.1,Orthodox,"Apr 29, 1987",4.51,0.46,3.01,0.55,0.27,0.5,0.61,0.3,http://www.ufcstats.com/fighter-details/cd2c4d30c6e13b47
Aaron Rosa,,18,6,0,193.0,205.0,195.6,Orthodox,"May 28, 1983",4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,http://www.ufcstats.com/fighter-details/11f8860028b68fcf
Kevin Rosier,,2,6,0,193.0,275.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/598a58db87b890ee
Murilo Rua,Ninja,20,13,1,180.3,185.0,,Orthodox,"May 22, 1980",2.48,0.45,1.85,0.53,1.97,0.45,0.37,1.2,http://www.ufcstats.com/fighter-details/90e7447d8b7f3f35
Ren Yawei,,9,4,0,175.3,155.0,175.3,Orthodox,"Feb 07, 1998",4.67,0.64,5.32,0.36,0.0,0.0,0.66,1.4,http://www.ufcstats.com/fighter-details/b2d9758cdd124143
Brad Royster,,1,2,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/09f8c233de88998d
Bas Rutten,El Guapo,28,4,1,185.4,205.0,,Orthodox,"Feb 24, 1965",5.59,0.61,2.06,0.79,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/03688dc3c3af3ac1
Gideon Ray,,17,15,1,177.8,185.0,,Southpaw,"May 27, 1973",2.08,0.4,2.58,0.53,1.49,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ea3ef6206c7907d5
Christian Rodriguez,Ceerod,12,4,0,170.2,145.0,180.3,Orthodox,"Dec 17, 1997",3.85,0.5,2.85,0.56,1.75,0.4,0.67,1.1,http://www.ufcstats.com/fighter-details/5ec591b78349ba7e
Kevin Roddy,K-Rod,15,16,1,180.3,145.0,,,,2.64,0.3,2.38,0.6,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/1abf785143f8d5ec
Jairzinho Rozenstruik,Bigi Boy,15,6,0,188.0,242.0,198.1,Orthodox,"Mar 17, 1988",3.48,0.48,2.63,0.52,0.0,0.0,0.72,0.0,http://www.ufcstats.com/fighter-details/2cd428e9606856fd
Brandon Royval,Raw Dawg,17,9,0,175.3,125.0,172.7,Southpaw,"Aug 16, 1992",5.54,0.41,4.25,0.43,0.65,0.75,0.45,1.1,http://www.ufcstats.com/fighter-details/6e15f63b6c2e2c15
Stevie Ray,Braveheart,23,9,0,177.8,155.0,177.8,Southpaw,"Mar 25, 1990",3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,http://www.ufcstats.com/fighter-details/31a13532e724ca2b
Paul Redmond,Redser,12,7,0,177.8,145.0,,Orthodox,"Oct 20, 1986",0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/3f56b99447f00607
Shannon Ritch,The Cannon,56,83,0,175.3,190.0,,Orthodox,"Sep 27, 1970",1.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1c7cce2f5c17160d
George Roop,,15,13,1,185.4,135.0,182.9,Orthodox,"Nov 10, 1981",3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,http://www.ufcstats.com/fighter-details/3c0437fbeda06962
Kyle Reyes,Boom,15,7,0,172.7,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7333d6e0f6428acb
Montserrat Conejo Ruiz,,10,5,0,152.4,115.0,154.9,Southpaw,"Feb 03, 1993",2.21,0.29,6.19,0.44,1.75,0.5,0.44,0.6,http://www.ufcstats.com/fighter-details/1235b31de15d0c6e
Mauricio Rua,Shogun,27,14,1,185.4,205.0,193.0,Orthodox,"Nov 25, 1981",3.57,0.5,2.79,0.54,2.01,0.48,0.49,0.7,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
Taylor Roberts,,3,12,0,180.3,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c5ec23983dc2d8f4
Shane Roller,,11,7,0,177.8,155.0,182.9,Orthodox,"Jul 14, 1979",2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,http://www.ufcstats.com/fighter-details/75e0d3cc2262b732
Irwin Rivera,The Beast,10,6,0,167.6,135.0,170.2,Southpaw,"Feb 14, 1989",3.36,0.44,5.07,0.57,1.0,0.16,0.7,0.0,http://www.ufcstats.com/fighter-details/06a80a685ea98573
