Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL,Stance
Pat Sabatini,,21,5,0,172.7,145.0,177.8,"Nov 09, 1990",1.69,0.59,1.09,0.5,4.48,0.5,0.5,1.5,http://www.ufcstats.com/fighter-details/b8bbdeff718dbb7d,Orthodox
Pat Schilling,Thrilling,5,2,0,172.7,145.0,,"Aug 28, 1988",1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/de12bd65e2f46478,Orthodox
Patricia Alujas,The Angel,9,3,0,162.6,115.0,162.6,"May 08, 1996",5.83,0.31,9.25,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/430c533614d45813,Orthodox
Patricio Freire,Pitbull,37,8,0,167.6,145.0,170.2,"Jul 07, 1987",2.68,0.43,4.23,0.57,1.49,0.33,0.88,0.6,http://www.ufcstats.com/fighter-details/98a58c26c5b1ed17,Orthodox
Patrick Cote,The Predator,23,11,0,180.3,170.0,190.5,"Feb 29, 1980",2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,http://www.ufcstats.com/fighter-details/9fa3bd637edd9aa2,Orthodox
Patrick Cummins,Durkin,10,7,0,188.0,205.0,193.0,"Nov 16, 1980",4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,http://www.ufcstats.com/fighter-details/e51e5cb722bd47a8,Orthodox
Patrick Smith,,20,17,0,188.0,225.0,,"Aug 28, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/46c8ec317aff28ac,Orthodox
Patrick Speight,,7,3,0,185.4,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ae4650eb56ab6a11,Orthodox
Patrick Walsh,The Beast of the East,10,3,0,180.3,185.0,,"Nov 28, 1988",2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5,http://www.ufcstats.com/fighter-details/b4c96c3d9139bf0e,
Patrick Williams,The Animal,8,6,0,172.7,135.0,185.4,"Sep 07, 1981",4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,http://www.ufcstats.com/fighter-details/39330403ad27c2bb,Orthodox
Patricky Freire,Pitbull,17,8,0,170.2,155.0,180.3,"Jun 01, 1986",3.06,0.44,3.34,0.69,1.26,0.33,1.0,0.0,http://www.ufcstats.com/fighter-details/90e6dde9113830bd,
Patrik White,Primetime,9,2,0,182.9,155.0,182.9,"Jun 11, 1993",9.77,0.49,6.28,0.6,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/4debc6c4c6249690,Orthodox
Patryk Grabowski,Czapla,5,1,0,,205.0,,"Nov 12, 1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4e163b53d1de1fbc,
Paul Bradley,The Gentleman,23,8,0,175.3,170.0,,"Jun 13, 1983",2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0,http://www.ufcstats.com/fighter-details/c7011de4765d2497,Orthodox
Paul Buentello,The Headhunter,35,17,0,188.0,245.0,195.6,"Jan 16, 1974",3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,http://www.ufcstats.com/fighter-details/f0abbb6f3444dae7,Orthodox
Paul Capaldo,,6,0,0,170.2,135.0,,"Dec 27, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/83b8fe74224dd642,
Paul Craig,Bearjew,17,10,1,190.5,205.0,193.0,"Nov 27, 1987",2.5,0.45,3.04,0.43,1.43,0.18,0.35,1.3,http://www.ufcstats.com/fighter-details/eabf206b162b3b83,Orthodox
Paul Creighton,,3,1,0,167.6,155.0,,"Jun 04, 1970",0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0,http://www.ufcstats.com/fighter-details/ed73c85164a5f5a4,Southpaw
Paul Daley,Semtex,39,15,2,175.3,170.0,193.0,"Feb 21, 1983",3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,http://www.ufcstats.com/fighter-details/23725c826c481e7f,Orthodox
Paul Felder,The Irish Dragon,17,6,0,180.3,155.0,177.8,"Apr 25, 1984",3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2,http://www.ufcstats.com/fighter-details/e5010b1b94ca5755,Orthodox
Paul Georgieff,,6,2,0,188.0,170.0,,"Sep 22, 1982",2.55,0.4,2.34,0.35,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2f1700b3a4a09bc7,Orthodox
Paul Herrera,The Bone Crusher,1,1,0,177.8,185.0,,"Feb 21, 1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/440c9dbab63528fb,Orthodox
Paul Jones,,11,1,1,175.3,199.0,,"Jun 16, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f341f9551ba744e2,Orthodox
Paul Redmond,Redser,12,7,0,177.8,145.0,,"Oct 20, 1986",0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/3f56b99447f00607,Orthodox
Paul Rodriguez,,10,9,2,170.2,155.0,,"May 18, 1975",0.84,1.0,1.68,0.68,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/26eddcda9d6b2ffe,Orthodox
Paul Ruiz,,7,4,0,167.6,135.0,,"Jun 23, 1987",1.4,0.33,1.4,0.75,0.0,0.0,1.0,20.9,http://www.ufcstats.com/fighter-details/babc0b19e89cec6e,
Paul Sass,,14,2,0,182.9,155.0,185.4,"Aug 04, 1988",0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,http://www.ufcstats.com/fighter-details/7b143a54451263d9,Orthodox
Paul Song,,2,2,0,,185.0,,"Jan 20, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9775eabcb1be1a00,
Paul Taylor,Relentless,11,6,1,182.9,155.0,182.9,"Dec 15, 1979",4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,http://www.ufcstats.com/fighter-details/9b74de674c355425,Orthodox
Paul Varelans,The Polar Bear,9,9,0,203.2,300.0,,"Sep 17, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/07a18ae55dfc3cd9,Orthodox
Paulo Cesar Silva,Giant,2,6,0,226.1,385.0,,"Jul 21, 1963",0.4,0.15,2.72,0.47,0.42,1.0,0.16,0.4,http://www.ufcstats.com/fighter-details/55b8dc4e54fe2c59,Orthodox
Paulo Costa,The Eraser,15,4,0,185.4,185.0,182.9,"Apr 21, 1991",6.26,0.58,6.2,0.49,0.32,0.5,0.8,0.0,http://www.ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,Orthodox
Paulo Filho,,23,6,3,172.7,185.0,,"May 24, 1978",1.86,0.48,1.67,0.66,2.4,0.32,0.42,1.6,http://www.ufcstats.com/fighter-details/2abdead94ce73552,Southpaw
Paulo Henrique,PH,12,2,0,170.2,125.0,175.3,"Jul 03, 2002",0.93,0.32,1.87,0.61,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/3fe8ad7e1594537a,
Paulo Renato Junior,,12,3,0,182.9,205.0,185.4,"Jan 25, 1994",4.89,0.45,5.18,0.56,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/01dfb60661153735,Orthodox
Paulo Santos,,0,3,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7ca4c3f8aa8bacae,
Paulo Thiago,,18,9,0,180.3,170.0,188.0,"Jan 25, 1981",1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,http://www.ufcstats.com/fighter-details/30a09e43f15f1d75,Orthodox
Pawel Nastula,,5,6,0,182.9,230.0,,"Jun 26, 1970",1.3,0.43,1.73,0.5,3.0,0.6,0.0,1.5,http://www.ufcstats.com/fighter-details/154a6b3ffae264cd,Southpaw
Pawel Pawlak,,12,3,0,182.9,170.0,185.4,"Feb 08, 1989",1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,http://www.ufcstats.com/fighter-details/9310418684bc896f,Orthodox
Payton Talbott,,11,1,0,177.8,135.0,177.8,"Sep 09, 1998",6.62,0.56,3.41,0.46,0.78,0.44,0.77,0.2,http://www.ufcstats.com/fighter-details/6e743a33d56bdaa4,Switch
Pearl Gonzalez,,6,3,0,162.6,115.0,,"Aug 12, 1986",2.23,0.37,4.07,0.57,1.04,0.11,0.0,0.5,http://www.ufcstats.com/fighter-details/1ebdcb7488d0ebee,Orthodox
Pedro Falcao,Pedrinho,16,5,0,167.6,135.0,167.6,"Jul 30, 1992",3.21,0.48,3.39,0.5,2.73,0.25,0.66,0.0,http://www.ufcstats.com/fighter-details/f7be1db194e03d7e,Orthodox
Pedro Nobre,The Rock,18,4,2,165.1,135.0,,"Feb 13, 1986",1.37,0.3,9.16,0.35,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e983c62faf677ab2,
Pedro Otavio,Te Pedro,19,8,0,190.5,245.0,,"Dec 17, 1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4512e46543b960ad,Orthodox
Pedro Rizzo,The Rock,20,11,0,185.4,241.0,,"May 03, 1974",1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,Orthodox
Pedro Rocha,,1,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5921fd3f889afa3b,
Per Eklund,,14,5,1,177.8,155.0,182.9,"Nov 12, 1980",2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6,http://www.ufcstats.com/fighter-details/58bc81376286b3d3,Orthodox
Pete Rodriguez,Dead Game,5,2,0,175.3,170.0,180.3,"Nov 13, 1996",9.28,0.43,12.83,0.42,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/776d4262c4da38bf,Switch
Pete Rogers Jr.,The Heat,2,4,0,182.9,145.0,,,0.66,0.15,1.71,0.65,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/36f3d235493d35ad,
Pete Sabala,,3,15,0,,135.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7956f026e2672c47,
Pete Sell,Drago,10,7,0,180.3,170.0,190.5,"Aug 05, 1982",2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,http://www.ufcstats.com/fighter-details/0359313549d230a1,Orthodox
Pete Spratt,The Secret Weapon,25,23,0,175.3,170.0,,"Jan 09, 1971",1.63,0.48,1.33,0.55,0.3,1.0,0.46,0.3,http://www.ufcstats.com/fighter-details/c3ea8deeba00462b,Orthodox
Pete Williams,El Duro,12,6,0,190.5,235.0,,"Jul 10, 1975",0.61,0.62,2.77,0.4,1.84,0.4,0.16,0.9,http://www.ufcstats.com/fighter-details/6291ac0a3726732f,Orthodox
Peter Barrett,Slippery,11,5,0,177.8,145.0,185.4,"Aug 10, 1986",4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0,http://www.ufcstats.com/fighter-details/d21113c9ff3788ae,Southpaw
Peter Danesoe,The Asian Viking,8,4,0,175.3,135.0,172.7,"Sep 01, 2000",4.99,0.52,6.73,0.38,0.0,0.0,0.62,0.0,http://www.ufcstats.com/fighter-details/5f119b24c0f9679c,Orthodox
Peter Petties,The Joker,5,3,0,180.3,145.0,182.9,"Dec 20, 1990",2.61,0.29,8.24,0.48,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7ea5d60d2e6a8ad0,Southpaw
Peter Sobotta,,17,7,1,182.9,170.0,190.5,"Jan 11, 1987",2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,http://www.ufcstats.com/fighter-details/1fcfc3709fe58151,Southpaw
Petr Yan,No Mercy,20,5,0,170.2,135.0,170.2,"Feb 11, 1993",5.16,0.54,4.24,0.59,1.7,0.49,0.86,0.1,http://www.ufcstats.com/fighter-details/d661ce4da776fc20,Switch
Phil Baroni,The New York Bad Ass,15,18,0,175.3,170.0,182.9,"Apr 16, 1976",2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,http://www.ufcstats.com/fighter-details/1652f3213655b935,Orthodox
Phil Caracappa,The Hitman,6,1,0,172.7,135.0,177.8,"Jun 05, 1992",2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,http://www.ufcstats.com/fighter-details/bd81a97864acf098,Orthodox
Phil Cardella,,8,5,0,180.3,155.0,,"Jul 09, 1976",2.47,0.5,2.0,0.57,0.0,0.0,0.11,2.5,http://www.ufcstats.com/fighter-details/f6a7b02c42e9fc5b,
Phil Davis,Mr. Wonderful,17,4,0,188.0,205.0,200.7,"Sep 25, 1984",2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,http://www.ufcstats.com/fighter-details/902ab9197b83d0db,Orthodox
Phil Harris,Billy,22,12,0,162.6,125.0,165.1,"Sep 04, 1983",2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0,http://www.ufcstats.com/fighter-details/ba043b03eb799063,Orthodox
Phil Hawes,No Hype,12,6,0,182.9,185.0,195.6,"Jan 08, 1989",5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2,http://www.ufcstats.com/fighter-details/547afe1017e72dbe,Orthodox
Phil Rowe,The Fresh Prince,11,6,0,190.5,170.0,203.2,"Jul 18, 1990",3.5,0.5,4.12,0.51,0.52,0.36,0.5,0.3,http://www.ufcstats.com/fighter-details/8e382b585a92affe,Orthodox
Philip De Fries,,12,6,0,195.6,250.0,200.7,"Apr 21, 1986",2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,http://www.ufcstats.com/fighter-details/6ef65b6a152e49d5,Orthodox
Philip Perez,,7,5,1,165.1,155.0,,,1.36,1.0,0.68,0.66,10.23,1.0,0.0,10.2,http://www.ufcstats.com/fighter-details/eee8efec7b951d84,Southpaw
Philip Preece,,10,14,0,172.7,205.0,,,0.8,0.72,0.7,0.63,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6597b611f1c32555,Orthodox
Phillipe Nover,The Filipino Assassin,11,8,1,175.3,145.0,182.9,"Feb 03, 1984",1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,http://www.ufcstats.com/fighter-details/64360e618823a8e4,Orthodox
Piera Rodriguez,La Fiera,11,2,0,160.0,115.0,160.0,"Nov 11, 1992",3.54,0.47,2.81,0.55,4.53,0.54,0.73,0.0,http://www.ufcstats.com/fighter-details/e375cb5caf4717b6,Orthodox
Pingyuan Liu,,13,7,0,167.6,135.0,182.9,"Feb 13, 1993",2.36,0.33,2.99,0.54,0.25,0.2,0.56,1.0,http://www.ufcstats.com/fighter-details/31bbd39c0a075d4e,Orthodox
Piotr Hallmann,Pletwal,18,6,0,175.3,155.0,180.3,"Aug 25, 1987",3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,http://www.ufcstats.com/fighter-details/a3be148af5c7b088,Orthodox
Poliana Botelho,,8,5,0,172.7,125.0,170.2,"Dec 15, 1988",2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,http://www.ufcstats.com/fighter-details/5c126c6aac3ef364,Orthodox
Polyana Viana,Dama de Ferro,13,8,0,165.1,115.0,170.2,"Jun 14, 1992",2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7,http://www.ufcstats.com/fighter-details/9673a497a9da119a,Orthodox
Preston Parsons,Pressure,11,6,0,180.3,170.0,180.3,"Jul 15, 1995",3.54,0.51,3.25,0.54,3.46,0.36,0.71,2.3,http://www.ufcstats.com/fighter-details/9fe7af8b3fbe00a0,Orthodox
Priscila Cachoeira,Zombie Girl,13,8,0,170.2,135.0,165.1,"Aug 19, 1988",4.43,0.44,7.6,0.45,0.25,0.4,0.69,0.0,http://www.ufcstats.com/fighter-details/b1e5bcaad32a3cac,Orthodox
Priya Sharma,The Catwoman,5,2,0,154.9,115.0,149.9,"Aug 29, 1991",1.33,0.16,3.2,0.4,0.0,0.0,0.55,0.0,http://www.ufcstats.com/fighter-details/5f23eaf9e9c34667,Orthodox
Pro Escobedo,,1,0,0,,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b36874652ed7715d,
Puja Tomar,Cyclone,9,5,0,162.6,115.0,149.9,"Dec 05, 1993",5.61,0.48,5.82,0.46,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/19f8a2f6eecd92ac,Southpaw
Punahele Soriano,Puna,12,4,0,180.3,170.0,182.9,"Nov 22, 1992",4.66,0.54,3.42,0.47,1.83,0.48,0.4,0.1,http://www.ufcstats.com/fighter-details/64facb6cc564262d,Southpaw
Qiu Lun,Tibetan Knight,16,9,0,172.7,125.0,167.6,"Jul 08, 1997",3.51,0.46,1.78,0.67,0.67,0.18,0.68,0.0,http://www.ufcstats.com/fighter-details/126bdc1710a8cbf4,Southpaw
Quemuel Ottoni,,12,3,0,182.9,155.0,182.9,"Oct 22, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7ce21433c2a53168,Orthodox
Quentin Pasley,,3,0,0,,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/15b1f83a90302adf,
Quillan Salkilld,,11,1,0,182.9,155.0,190.5,"Dec 28, 1999",5.16,0.57,3.24,0.44,7.95,0.36,0.9,0.8,http://www.ufcstats.com/fighter-details/17734443a833cdf7,Orthodox
Quinton Jackson,Rampage,37,12,0,185.4,205.0,185.4,"Jun 20, 1978",3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,http://www.ufcstats.com/fighter-details/ffc088e64fab57e9,Orthodox
RJ Clifford,,4,3,0,,160.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8e32bfcff3ec1717,
Rachael Ostovich,,4,6,0,160.0,125.0,157.5,"Feb 25, 1991",2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8,http://www.ufcstats.com/fighter-details/01784fbc27c68b14,Orthodox
Radley Da Silva,Snake Eyes,8,1,0,175.3,145.0,180.3,"Jun 20, 1995",0.27,0.22,0.93,0.48,6.0,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/0d68c7bfdff1dc34,Orthodox
Rafa Garcia,Gifted,18,4,0,170.2,155.0,177.8,"Aug 05, 1994",4.31,0.45,4.54,0.61,3.13,0.44,0.76,0.5,http://www.ufcstats.com/fighter-details/e132d47bd9efbbe0,Orthodox
Rafael  Del Real,,6,20,0,180.3,225.0,,,5.58,0.4,0.0,0.0,20.93,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/e82b2adcaeff71ec,
Rafael Alves,The Turn,20,12,0,172.7,155.0,172.7,"Nov 14, 1990",1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5,http://www.ufcstats.com/fighter-details/029afd138865d20a,Orthodox
Rafael Carino,,2,1,1,203.2,245.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/08a7080ff5904661,Orthodox
Rafael Carvalho,,14,1,0,190.5,185.0,,"Jul 27, 1986",1.94,0.5,1.84,0.54,2.77,0.4,0.7,0.0,http://www.ufcstats.com/fighter-details/620d8710e89cfeae,
Rafael Cavalcante,Feijao,12,7,0,185.4,205.0,188.0,"Apr 14, 1980",2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,http://www.ufcstats.com/fighter-details/5c1ca0c72b599a3c,Orthodox
Rafael Cerqueira,The Lion,11,4,0,190.5,205.0,193.0,"Mar 15, 1990",1.56,0.43,5.05,0.36,0.0,0.0,0.36,0.0,http://www.ufcstats.com/fighter-details/09a4447655fd4b7b,Southpaw
Rafael Dias,,17,12,2,175.3,145.0,,"Oct 20, 1979",1.13,0.27,2.19,0.6,3.17,0.47,1.0,1.2,http://www.ufcstats.com/fighter-details/b5abaa65f87938eb,Orthodox
Rafael Dos Anjos,,32,17,0,172.7,170.0,177.8,"Oct 26, 1984",3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6,http://www.ufcstats.com/fighter-details/6a2f7c151031653d,Southpaw
Rafael Estevam,Macapa,14,0,0,172.7,125.0,175.3,"Aug 10, 1996",2.1,0.54,2.59,0.47,6.01,0.38,0.66,0.3,http://www.ufcstats.com/fighter-details/83455a9d17f57dae,Orthodox
Rafael Fiziev,Ataman,13,5,0,172.7,155.0,180.3,"Mar 05, 1993",4.71,0.52,4.84,0.49,0.83,0.66,0.9,0.0,http://www.ufcstats.com/fighter-details/c814b4c899793af6,Switch
Rafael Freitas,Capoeira,3,6,0,,205.0,,,2.0,0.29,8.0,0.51,11.25,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/14b9e0f2679a2205,Orthodox
Rafael Natal,Sapo,21,9,1,182.9,185.0,195.6,"Dec 25, 1982",3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,http://www.ufcstats.com/fighter-details/0dba4df5f34d5ff0,Orthodox
Rafael Pergentino,,5,1,0,185.4,205.0,193.0,"Jan 08, 2002",0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8d3b4a630b1bf1e6,Orthodox
Rafael Rebello,Rafinha,9,4,0,165.1,135.0,170.2,"Oct 16, 1980",2.19,0.32,3.29,0.58,2.82,0.33,0.75,0.5,http://www.ufcstats.com/fighter-details/972197a8c61ac413,Orthodox
Rafael Rios,,4,2,0,,150.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2f5754b48eab1486,
Rafael Silva,Morcego,28,6,0,170.2,135.0,,"Mar 20, 1985",0.67,0.5,0.73,0.67,0.0,0.0,0.25,1.0,http://www.ufcstats.com/fighter-details/a31358d90d4bb40a,
Rafael Tobias,Bipolar,14,1,0,188.0,205.0,188.0,"Mar 20, 2003",3.45,0.3,3.98,0.4,3.98,1.0,0.0,4.0,http://www.ufcstats.com/fighter-details/d6a8edb7410223a0,Orthodox
Rafaello Oliveira,Tractor,17,8,0,172.7,155.0,180.3,"Jan 26, 1982",2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,http://www.ufcstats.com/fighter-details/15b1b21cd743d652,Orthodox
Raheam Forest,Rambo,7,2,0,180.3,170.0,185.4,"Jul 11, 1997",5.32,0.38,12.15,0.42,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/90390dd1b0791e7f,Switch
Rainn Guerrero,Purple Rainn,5,2,0,167.6,125.0,165.1,"May 13, 1992",0.65,0.33,0.87,0.5,3.27,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8300a47f6fd6fe4f,Orthodox
Raja Shippen,,18,11,1,167.6,145.0,,"Oct 07, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d9e1942637bd57a4,
Ralek Gracie,,3,1,0,188.0,210.0,,"Oct 04, 1985",1.61,0.46,1.05,0.55,2.5,0.75,0.0,1.7,http://www.ufcstats.com/fighter-details/84283233ec42be5f,Orthodox
Ralph Dillon,Rage,0,2,1,188.0,205.0,,,0.34,0.14,0.69,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3,Orthodox
Ralph Gracie,,6,1,0,175.3,183.0,,"May 25, 1971",0.86,0.37,1.72,0.31,0.0,0.0,0.25,4.0,http://www.ufcstats.com/fighter-details/a9c45a8b21eabadc,Orthodox
Rama Supandhi,Hellboy,8,4,0,165.1,125.0,167.6,"Nov 07, 1991",2.2,0.42,3.53,0.48,1.0,0.11,0.0,0.0,http://www.ufcstats.com/fighter-details/6d537248fe7cccf1,Southpaw
Ramazan Emeev,Gorets,20,6,0,177.8,170.0,193.0,"May 23, 1987",2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,http://www.ufcstats.com/fighter-details/abd5fb12437eda21,Southpaw
Ramazan Temirov,Temurlan,19,3,0,162.6,125.0,160.0,"Jan 31, 1997",4.37,0.4,3.93,0.59,0.84,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/7d0a1968b38ca439,Orthodox
Rameau Thierry Sokoudjou,The African Assassin,18,18,0,177.8,205.0,198.1,"Apr 18, 1984",2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9,http://www.ufcstats.com/fighter-details/d1152823307d7e7c,Orthodox
Rami Hamed,,13,3,0,185.4,170.0,180.3,"Apr 25, 1991",3.87,0.51,3.4,0.5,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/a59017211b775b5d,Orthodox
Ramiro Hernandez,Junior,19,9,0,175.3,135.0,,"Jul 22, 1986",2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/915c8d39d4a0e7d1,Orthodox
Ramiro Jimenez,El Cachanilla,11,0,0,175.3,145.0,185.4,"Jan 16, 1999",14.22,0.65,2.43,0.82,5.2,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/1c02b964466c10e4,Southpaw
Ramiz Brahimaj,,13,5,0,177.8,170.0,182.9,"Nov 17, 1992",2.23,0.46,3.42,0.44,1.74,0.38,0.48,2.0,http://www.ufcstats.com/fighter-details/3d074044a33825e7,Orthodox
Ramon Taveras,The Savage,10,4,0,172.7,145.0,177.8,"Jan 09, 1994",4.07,0.43,6.45,0.54,0.0,0.0,0.72,0.0,http://www.ufcstats.com/fighter-details/c5ccd878231c5407,Southpaw
Ramona Pascual,,6,5,0,170.2,135.0,167.6,"Sep 23, 1988",3.87,0.57,8.43,0.46,1.81,0.19,1.0,0.0,http://www.ufcstats.com/fighter-details/3eb4dc9a7d4ac906,Southpaw
Ramsey Nijem,,9,6,0,180.3,155.0,190.5,"Apr 01, 1988",3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,http://www.ufcstats.com/fighter-details/22aa91e402d0fe1f,Orthodox
Rana Rudra Pratap Singh,Ashwathama,11,2,0,177.8,135.0,175.3,"May 09, 1997",0.0,0.0,9.05,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/254ed71756cfd18c,Orthodox
Randall Wallace,Braveheart,15,6,0,180.3,185.0,185.4,"Mar 01, 1989",1.13,0.38,4.11,0.45,2.13,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/95cf6be9071e68b0,Orthodox
Randy Brown,Rudeboy,20,7,0,190.5,170.0,198.1,"Jul 08, 1990",4.49,0.47,3.33,0.54,0.76,0.39,0.73,0.6,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,Orthodox
Randy Costa,The Zohan,6,4,0,175.3,135.0,185.4,"Jul 06, 1994",6.53,0.46,7.58,0.58,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/325ad0dd9126d3df,Switch
Randy Couture,The Natural,19,11,0,185.4,205.0,190.5,"Jun 22, 1963",2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,http://www.ufcstats.com/fighter-details/0aa92558424ced9e,Orthodox
Rani Yahya,,28,12,1,167.6,135.0,170.2,"Sep 12, 1984",1.71,0.38,2.08,0.5,2.73,0.3,0.29,1.8,http://www.ufcstats.com/fighter-details/94527830000ab715,Orthodox
