Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL,Stance
Sam Hughes,Sampage,11,6,0,165.1,115.0,162.6,"Jun 28, 1992",4.34,0.46,4.44,0.58,1.23,0.35,0.6,0.2,http://www.ufcstats.com/fighter-details/e94085e821bd81de,Orthodox
Victor Hugo,Striker,25,5,0,170.2,135.0,180.3,"Nov 22, 1992",3.27,0.44,2.95,0.56,0.81,0.33,0.73,1.2,http://www.ufcstats.com/fighter-details/f264ba50b007f39e,Orthodox
Jamey-Lyn Horth,,9,2,0,170.2,125.0,167.6,"Mar 30, 1990",3.63,0.55,2.5,0.63,1.17,0.42,0.79,0.2,http://www.ufcstats.com/fighter-details/5c637af9472ae7cc,Orthodox
John Halverson,The Hurricane,16,8,0,175.3,155.0,,"Sep 08, 1972",2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0,http://www.ufcstats.com/fighter-details/88c8f47241d90040,Southpaw
Harry Hunsucker,The Hurricane,7,6,0,188.0,205.0,190.5,"Jan 03, 1989",3.54,0.52,6.53,0.42,0.0,0.0,0.0,2.0,http://www.ufcstats.com/fighter-details/f703250471acaf96,Orthodox
Joachim Hansen,Hellboy,23,14,1,170.2,150.0,,"May 26, 1979",2.01,0.43,2.04,0.58,2.21,0.58,0.34,1.9,http://www.ufcstats.com/fighter-details/86e388ed20761ad9,Southpaw
Brandon Halsey,Bull,9,3,0,182.9,185.0,,"Sep 16, 1986",1.74,0.47,0.87,0.65,4.98,0.53,1.0,1.2,http://www.ufcstats.com/fighter-details/e763679f15326ae1,
Uriah Hall,Prime Time,18,11,0,182.9,185.0,200.7,"Jul 31, 1984",3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,http://www.ufcstats.com/fighter-details/65578a75fa7900e3,Orthodox
Hayder Hassan,Hulk,6,3,0,177.8,170.0,,"Oct 20, 1982",2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,http://www.ufcstats.com/fighter-details/cf615eb4b7862c76,
Jason High,The Kansas City Bandit,21,6,0,172.7,155.0,185.4,"Oct 12, 1981",1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,http://www.ufcstats.com/fighter-details/e5d03e4d966126bd,Southpaw
Veronica Hardy,,10,5,1,162.6,125.0,162.6,"Oct 30, 1995",3.06,0.45,3.24,0.5,0.82,0.41,0.51,0.3,http://www.ufcstats.com/fighter-details/4798e823ada58fe9,Southpaw
Gabrielle Holloway,Gabanator,6,5,0,160.0,145.0,,"Apr 15, 1990",0.7,0.42,3.07,0.34,3.0,0.35,0.16,1.0,http://www.ufcstats.com/fighter-details/e30715382f42b772,
Heath Herring,The Texas Crazy Horse,28,16,0,193.0,250.0,198.1,"Mar 02, 1978",2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7,http://www.ufcstats.com/fighter-details/7450525c7ba032a0,Orthodox
James Hammortree,The Sledge,6,3,0,190.5,185.0,,"Nov 29, 1983",1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0,http://www.ufcstats.com/fighter-details/1f77fce698e80488,Orthodox
Jose Henrique,Canela,5,1,0,190.5,170.0,200.7,"May 23, 2002",3.45,0.43,5.79,0.38,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/20a0e4cc5227c117,Orthodox
Angela Hill,Overkill,18,16,0,160.0,115.0,162.6,"Jan 12, 1985",5.37,0.5,5.02,0.6,0.75,0.3,0.72,0.1,http://www.ufcstats.com/fighter-details/f0feeb2192937424,Orthodox
Justin Haskins,,7,6,0,177.8,170.0,,"Aug 30, 1979",1.51,0.33,2.65,0.54,1.62,0.4,0.52,0.8,http://www.ufcstats.com/fighter-details/77940e45bc86208e,Orthodox
Austin Hubbard,Thud,17,10,0,177.8,155.0,180.3,"Dec 22, 1991",3.97,0.42,4.1,0.55,1.63,0.28,0.68,0.1,http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed,Orthodox
Kay Hansen,,7,6,0,157.5,115.0,160.0,"Aug 14, 1999",3.01,0.5,3.19,0.51,1.83,0.22,0.37,0.8,http://www.ufcstats.com/fighter-details/4100c7a09497ad41,Orthodox
Paul Herrera,The Bone Crusher,1,1,0,177.8,185.0,,"Feb 21, 1964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/440c9dbab63528fb,Orthodox
Scott Holtzman,Hot Sauce,14,6,0,175.3,155.0,175.3,"Sep 30, 1983",4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2,http://www.ufcstats.com/fighter-details/df1eb4354d18a906,Orthodox
Phil Harris,Billy,22,12,0,162.6,125.0,165.1,"Sep 04, 1983",2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0,http://www.ufcstats.com/fighter-details/ba043b03eb799063,Orthodox
Dhafir Harris,Dada 5000,2,0,0,,257.0,,"Aug 04, 1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0e96af5220d27ed4,
Theo Haig,,6,1,0,188.0,185.0,195.6,"Aug 23, 1996",0.0,0.0,28.33,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8a213af406eb2dd4,Orthodox
Elisha Helsper,Knuckles,0,4,0,167.6,135.0,,"Feb 06, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0971be7d94e109e1,Orthodox
Noe Hernandez,,5,5,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/df2cf66d8c0123db,Orthodox
John Hathaway,The Hitman,17,2,0,185.4,170.0,190.5,"Jul 23, 1987",3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,http://www.ufcstats.com/fighter-details/28f3c2258a1d8874,Orthodox
Brandon Holmes,,5,1,0,188.0,185.0,188.0,"Feb 05, 1997",4.72,0.45,8.76,0.5,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/f295d50c56339ab6,Orthodox
Chris Herrera,The Crusher,3,2,1,177.8,185.0,,,2.04,0.37,3.35,0.48,1.8,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/f71028a6e5128856,
Sabah Homasi,,11,8,0,182.9,170.0,182.9,"Oct 19, 1988",4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0,http://www.ufcstats.com/fighter-details/71f048adbfed5b49,Orthodox
Trevor Harris,,2,2,0,167.6,145.0,,,1.73,0.5,0.43,0.75,0.0,0.0,0.5,6.5,http://www.ufcstats.com/fighter-details/0e98b05d3cf6d271,
Alex Higley,,4,3,0,177.8,145.0,,,0.29,1.0,1.74,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2af2d675f7d847e3,
Kwan Ho Kwak,,9,2,0,165.1,135.0,,"Jun 18, 1989",3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0,http://www.ufcstats.com/fighter-details/c13042265355a290,Switch
Clint Hester,Headbussa,11,6,0,188.0,205.0,195.6,"Nov 21, 1986",3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,http://www.ufcstats.com/fighter-details/92b62174c175ce19,Orthodox
Solomon Hutcherson,King,11,7,0,180.3,185.0,,"Aug 31, 1972",2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/155bfc7ed36622df,Southpaw
Greg Hardy,Prince of War,7,5,0,195.6,265.0,203.2,"Jul 28, 1988",4.79,0.5,3.31,0.55,0.2,0.33,0.64,0.0,http://www.ufcstats.com/fighter-details/85073dbd1be65ed9,Orthodox
Alan Hiro,Yamaniha,14,5,4,165.1,135.0,,"Apr 04, 1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/483b3170b3c05cf0,Orthodox
Ryan Hayes,,7,6,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a620638435de0628,
Takayo Hashi,,15,6,1,162.6,135.0,,"Oct 02, 1977",2.84,0.26,6.56,0.61,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ae4343d29c68e9d0,Orthodox
Jai Herbert,Black Country Banger,13,6,1,185.4,155.0,195.6,"May 13, 1988",3.07,0.4,3.26,0.53,0.43,0.21,0.66,0.0,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4,Orthodox
Tyler Hill,,8,2,0,190.5,170.0,,"Aug 10, 1991",3.64,0.39,5.33,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/006efbb0c1621fd7,Switch
Yuma Horiuchi,Ichiban,9,5,0,167.6,125.0,170.2,"Sep 22, 1997",3.73,0.3,5.0,0.35,2.0,0.16,0.0,2.0,http://www.ufcstats.com/fighter-details/f6c1ce7cfd600662,Switch
Branden Lee Hinkle,The Iron Lion,17,11,0,190.5,235.0,,"Jul 29, 1973",2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3,http://www.ufcstats.com/fighter-details/06f0ffa6446c5b6d,Orthodox
Tobias Harila,Bad Intention,12,3,0,,,,"Jan 13, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4d1e92b61bcef308,
Huang Feier,Muscle Barbie,14,8,0,165.1,115.0,165.1,"Mar 12, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e71c75f533a30daa,Orthodox
Ian Heinisch,The Hurricane,14,5,0,180.3,185.0,182.9,"Aug 05, 1988",3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7,http://www.ufcstats.com/fighter-details/2e585c701f72fe55,Orthodox
Dan Hooker,The Hangman,24,14,0,182.9,155.0,190.5,"Feb 13, 1990",4.82,0.48,4.94,0.49,0.68,0.33,0.77,0.6,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3,Switch
Joe Hurley,,12,5,0,172.7,155.0,,"Jun 24, 1978",1.12,0.45,3.35,0.56,0.0,0.0,0.2,0.0,http://www.ufcstats.com/fighter-details/21b54430c8eeb9cc,
Damir Hadzovic,The Bosnian Bomber,14,8,0,175.3,155.0,177.8,"Aug 08, 1986",3.34,0.47,3.74,0.59,0.91,0.54,0.34,0.1,http://www.ufcstats.com/fighter-details/38c626ca912c7bac,Orthodox
George Hardwick,King,12,2,0,177.8,155.0,182.9,"Dec 06, 1996",3.6,0.38,4.6,0.71,0.0,0.0,0.83,0.0,http://www.ufcstats.com/fighter-details/f55a6807b6bb853d,Orthodox
Yuele Huang,,13,0,0,,145.0,,"Jul 04, 2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1c8b9f4d89b92e1b,
Harry Hardwick,Houdini,13,4,1,172.7,145.0,180.3,"Sep 29, 1994",2.39,0.34,7.16,0.4,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2dbc60c52de126d8,Switch
Collin Huckbody,All In,8,2,0,190.5,185.0,193.0,"Sep 29, 1994",2.05,0.6,2.73,0.42,10.23,1.0,0.0,20.4,http://www.ufcstats.com/fighter-details/f372a848d250e006,Orthodox
Chris Honeycutt,The Cutt,9,1,0,177.8,170.0,185.4,"Jul 25, 1988",2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0,http://www.ufcstats.com/fighter-details/4d2e3320d815f687,
Jeremy Horn,Gumby,91,22,5,185.4,185.0,188.0,"Aug 25, 1975",1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1,http://www.ufcstats.com/fighter-details/8d26912cd2aeb366,Orthodox
Jon Hess,,1,1,0,200.7,295.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/32a3025d5db456ae,
Brian Houston,B-Hue,4,6,0,188.0,185.0,,"Apr 26, 1981",1.9,0.35,3.67,0.53,0.95,1.0,0.87,0.0,http://www.ufcstats.com/fighter-details/36fbaa49a09ff997,Orthodox
Antoni Hardonk,,8,6,0,193.0,245.0,198.1,"Feb 05, 1976",3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,http://www.ufcstats.com/fighter-details/69b69c0178c4004d,Orthodox
Donavon Hedrick,,6,1,0,180.3,185.0,193.0,"Mar 21, 1997",2.7,0.47,1.77,0.61,3.12,0.33,0.42,0.0,http://www.ufcstats.com/fighter-details/1004099ab87faa8d,Orthodox
Saeed Hosseini,,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/21f2974fd08085e3,
James Head,,9,4,0,185.4,170.0,185.4,"Feb 09, 1984",2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,http://www.ufcstats.com/fighter-details/19a8cce18a1cef9e,Orthodox
Mark Hominick,The Machine,20,12,0,172.7,145.0,172.7,"Jul 22, 1982",4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,http://www.ufcstats.com/fighter-details/0a97691039c4bbfb,Orthodox
Jamie Houston,,3,0,0,,185.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4b1896310a907656,
Adam Hunter,Warhammer,7,1,0,185.4,185.0,,"Oct 16, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/edc9eb3051f444fa,Orthodox
Mike Hayes,,20,12,2,193.0,230.0,,"Oct 16, 1980",4.87,0.55,1.47,0.77,0.0,0.0,0.75,4.0,http://www.ufcstats.com/fighter-details/0cfbbfa0ba6d9855,Orthodox
Kuniyoshi Hironaka,,23,9,0,177.8,168.0,177.8,"Jun 17, 1976",1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6,http://www.ufcstats.com/fighter-details/9d4522df6fc49a47,Orthodox
Matt Horwich,Suave,30,25,1,185.4,185.0,,"Oct 02, 1978",1.11,0.62,2.16,0.38,0.33,0.09,0.28,2.7,http://www.ufcstats.com/fighter-details/049d698d773eb3e1,Orthodox
Matt Hughes,,45,9,0,175.3,170.0,185.4,"Oct 13, 1973",2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe,Switch
Darrell Horcher,The Saint,13,4,0,177.8,155.0,177.8,"Jul 28, 1987",2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7,http://www.ufcstats.com/fighter-details/18e8b7070228e728,Southpaw
Josh Haynes,Bring the Pain,14,11,0,175.3,170.0,,"Jul 30, 1977",1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0,http://www.ufcstats.com/fighter-details/6ef58dabef8beb15,Orthodox
Stoney Hale,The Skuller,5,3,0,182.9,,,"Oct 18, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/206a7d47eb62170e,
Joe Hernandez,,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4a76daef28549957,
Keith Hackney,The Giant Killer,2,2,0,180.3,200.0,,"Apr 15, 1958",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bf12aca029bfcc47,Sideways
Paulo Henrique,PH,12,2,0,170.2,125.0,175.3,"Jul 03, 2002",0.93,0.32,1.87,0.61,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/3fe8ad7e1594537a,
Marcin Held,,23,7,0,175.3,155.0,180.3,"Jan 18, 1992",1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3,http://www.ufcstats.com/fighter-details/bf43fed8f29e1671,Orthodox
Mark Holst,Boots,12,6,0,182.9,155.0,,"Aug 14, 1985",0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3,http://www.ufcstats.com/fighter-details/c11f50e9c1513ce9,Orthodox
Young Hwang,,8,5,0,175.3,135.0,,"Sep 02, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8588d14c4952b9fa,
Kazuhiro Hamanaka,,5,7,1,182.9,185.0,,"Oct 24, 1978",1.7,0.37,0.91,0.6,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/1b4d6971bb18b82c,Southpaw
Daiki Hata,DJ Taiki,17,11,7,167.6,139.0,,"Aug 24, 1982",1.44,0.39,1.42,0.55,0.67,1.0,0.35,0.7,http://www.ufcstats.com/fighter-details/c76ceda100ac0fad,Orthodox
Del Hawkins,The Filipino Delight,22,17,0,165.1,135.0,,,1.15,0.27,2.01,0.46,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/885e7f70dcac0007,Orthodox
Johny Hendricks,Bigg Rigg,18,8,0,175.3,185.0,175.3,"Sep 12, 1983",3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,http://www.ufcstats.com/fighter-details/0941df56f6ac954b,Southpaw
Piotr Hallmann,Pletwal,18,6,0,175.3,155.0,180.3,"Aug 25, 1987",3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,http://www.ufcstats.com/fighter-details/a3be148af5c7b088,Orthodox
Kailan Hill,,4,1,0,185.4,185.0,195.6,"Dec 01, 1994",2.6,0.53,4.8,0.37,3.0,0.42,0.0,0.0,http://www.ufcstats.com/fighter-details/bc7efc037c5f6550,Southpaw
Steve Hadsel,,3,0,0,172.7,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/99793cf88c5adeee,
Leslie Hernandez,Dora The Destroyer,4,2,0,160.0,115.0,162.6,"Dec 29, 1997",3.6,0.58,2.53,0.55,0.0,0.0,0.54,0.0,http://www.ufcstats.com/fighter-details/fc8610cc15674ae2,Orthodox
Baru Harn,Seiryu,1,2,0,,265.0,,"Oct 24, 1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/848809f3986b4977,
Hu Yaozong,Totoro,3,3,0,190.5,185.0,182.9,"Apr 07, 1995",3.35,0.48,5.09,0.35,0.0,0.0,0.33,0.4,http://www.ufcstats.com/fighter-details/f1175ea3aafbf351,Orthodox
Brandon Hester,The Beast,3,0,0,185.4,205.0,,,3.53,0.53,0.4,0.68,4.0,0.8,0.0,0.0,http://www.ufcstats.com/fighter-details/13150cf89a5b81e0,
Dennis Hallman,Superman,53,20,2,175.3,155.0,182.9,"Dec 02, 1975",1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1,http://www.ufcstats.com/fighter-details/8a8a84b743ae7699,Orthodox
Janay Harding,Hollowpoint,2,3,0,,135.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b9c3ee342eb72100,
An Tuan Ho,Highlight,6,2,0,167.6,125.0,167.6,"Sep 27, 2000",1.95,0.35,2.81,0.55,1.72,0.25,0.16,0.0,http://www.ufcstats.com/fighter-details/6c9384138c82962f,Switch
Gerry Harris,,1,4,0,203.2,270.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/30cd319d39ee689b,Orthodox
Rex Holman,Big Dog,4,2,0,190.5,205.0,,,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/b5ea750025697880,Southpaw
Chad Hanekom,Superman,9,3,0,193.0,185.0,188.0,"Apr 20, 1990",0.73,0.47,1.47,0.33,0.0,0.0,0.71,1.0,http://www.ufcstats.com/fighter-details/98533a2738124a0d,Orthodox
Mark Hunt,Super Samoan,13,14,1,177.8,265.0,182.9,"Mar 23, 1974",2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,http://www.ufcstats.com/fighter-details/eef9b891edbd4604,Orthodox
Joey Hart,The Hitman,6,2,0,190.5,170.0,200.7,"Jun 24, 1997",4.53,0.34,4.53,0.45,0.0,0.0,0.4,0.0,http://www.ufcstats.com/fighter-details/6412da484125716b,Orthodox
Hatsu Hioki,,29,10,2,180.3,145.0,185.4,"Jul 18, 1983",2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,http://www.ufcstats.com/fighter-details/ef7fa30364cbe7f2,Orthodox
Nohelin Hernandez,Suave,9,4,0,177.8,135.0,180.3,"Mar 01, 1994",1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0,http://www.ufcstats.com/fighter-details/f97c5433c77522d3,Orthodox
Bobby Hoffman,The Truth,36,10,1,188.0,245.0,,"Oct 28, 1968",2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2,http://www.ufcstats.com/fighter-details/afaad7d6a581e307,Orthodox
Matt Hobar,The Crowbar,9,3,0,177.8,135.0,177.8,"Jan 07, 1987",3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,http://www.ufcstats.com/fighter-details/b57edace7b647f07,Southpaw
David Heath,,18,7,0,180.3,205.0,182.9,"Feb 10, 1976",1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0,http://www.ufcstats.com/fighter-details/4f95f74620a6b7a4,Orthodox
Ramiro Hernandez,Junior,19,9,0,175.3,135.0,,"Jul 22, 1986",2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/915c8d39d4a0e7d1,Orthodox
Matt Horning,Horndog,20,25,0,162.6,125.0,,"Aug 18, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/21632ba272c0785a,
Harold Howard,,1,3,0,188.0,240.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a2b06ca02bca14c0,Orthodox
Jay Hieron,The Thoroughbred,23,7,0,182.9,170.0,190.5,"Jul 29, 1976",1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,http://www.ufcstats.com/fighter-details/5bb0a618ad03ac64,Orthodox
Carlos Huachin,Perro Malo,10,5,1,162.6,135.0,170.2,"Jun 04, 1996",2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/225def29ecfe0fc1,Southpaw
Dave Herman,,22,6,0,193.0,242.0,195.6,"Oct 03, 1984",4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,http://www.ufcstats.com/fighter-details/cbd6f1abf955e628,Orthodox
Jeremy Hamilton,Hawk,9,2,0,,185.0,,"Nov 14, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7ada6ea792a34424,
Max Holloway,Blessed,27,8,0,180.3,155.0,175.3,"Dec 04, 1991",7.2,0.48,4.74,0.59,0.24,0.53,0.83,0.3,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,Orthodox
Chris Holdsworth,,6,0,0,180.3,135.0,,"Oct 24, 1987",1.85,0.29,1.94,0.58,3.38,0.62,1.0,2.0,http://www.ufcstats.com/fighter-details/fc60ecf0671b9489,
Roger Huerta,El Matador,23,9,1,175.3,155.0,177.8,"May 20, 1983",3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,http://www.ufcstats.com/fighter-details/daf1b84aebd6602b,Orthodox
Cory Hendricks,,3,1,0,190.5,205.0,,"May 10, 1988",3.13,0.39,4.07,0.42,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9ab9912e0f8fa6d6,Switch
Chris Haseman,The Hammer,20,17,0,180.3,205.0,,"Jun 02, 1969",0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0,http://www.ufcstats.com/fighter-details/5bd533d50c8e7b8a,Orthodox
Ryan Healy,The Irish Assassin,25,14,1,185.4,155.0,,"Jul 20, 1983",1.67,0.35,3.0,0.38,3.0,0.5,0.4,1.0,http://www.ufcstats.com/fighter-details/f3eb664db7fb1df3,Orthodox
Dan Henderson,Hendo,32,15,0,180.3,185.0,188.0,"Aug 24, 1970",2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,http://www.ufcstats.com/fighter-details/1ccf4e7caff270df,Orthodox
Yazan Hajeh,Yazzle Dazzle,6,1,0,175.3,145.0,,"Sep 04, 1992",1.54,0.25,17.44,0.44,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/4955c524c2a71469,Orthodox
Benson Henderson,Smooth,24,7,0,175.3,170.0,177.8,"Nov 16, 1983",2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,http://www.ufcstats.com/fighter-details/2676b28836a5a836,Southpaw
Conor Heun,Hurricane,9,5,0,177.8,155.0,,"Feb 11, 1979",2.92,0.36,3.66,0.54,2.45,0.31,0.33,0.3,http://www.ufcstats.com/fighter-details/fdb02029556ff4ed,Orthodox
Paddy Holohan,The Hooligan,12,2,1,177.8,125.0,175.3,"May 03, 1988",2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,http://www.ufcstats.com/fighter-details/6e7c758f5cdec01a,Orthodox
Chase Hooper,The Dream,16,4,1,185.4,155.0,188.0,"Sep 13, 1999",4.51,0.49,2.98,0.39,2.49,0.33,0.55,2.1,http://www.ufcstats.com/fighter-details/971246648e162f0d,Southpaw
Jamahal Hill,Sweet Dreams,12,4,0,193.0,205.0,200.7,"May 19, 1991",6.19,0.51,4.03,0.44,0.0,0.0,0.73,0.0,http://www.ufcstats.com/fighter-details/5444c5a201d3ee5a,Southpaw
Ahmad Hassanzada,Lion of the Ring,11,3,0,185.4,155.0,190.5,"Nov 20, 1996",3.16,0.39,4.42,0.38,2.43,0.19,0.0,1.2,http://www.ufcstats.com/fighter-details/bf7a64d9ae343e86,Orthodox
Isaiah Hill,,5,7,1,177.8,155.0,,,4.84,0.5,0.97,0.8,0.0,0.0,0.66,14.5,http://www.ufcstats.com/fighter-details/86b30a86664cb6e4,
Alex Hunter,,2,0,0,175.3,226.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/baa5358456803df8,Orthodox
Bassil Hafez,The Habibi,9,4,1,180.3,170.0,182.9,"Jan 31, 1992",3.71,0.38,5.68,0.41,2.21,0.24,0.5,0.0,http://www.ufcstats.com/fighter-details/f4d92416da98804b,Orthodox
Luke Hartwig,,0,1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/34f3869747bf8fa9,
CJ Hamilton,The Autobot,11,4,0,170.2,125.0,172.7,"Oct 07, 1986",2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0,http://www.ufcstats.com/fighter-details/7da5839b223f3728,Switch
Josiah Harrell,The Muscle Hamster,11,0,0,170.2,170.0,172.7,"Nov 13, 1998",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e5864a42c80294f6,Southpaw
Chelsea Hackett,Hammer,3,1,1,162.6,125.0,167.6,"Aug 16, 1998",2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0,http://www.ufcstats.com/fighter-details/184b7a36d50dcc5e,Switch
Frank Hamaker,,1,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c3c23c99477c041b,
Walt Harris,The Big Ticket,13,10,0,195.6,250.0,195.6,"Jun 10, 1983",3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,http://www.ufcstats.com/fighter-details/03f982ca3735070c,Southpaw
Barb Honchak,Little Warrior,10,4,0,162.6,125.0,165.1,"Aug 30, 1979",4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3,http://www.ufcstats.com/fighter-details/472f6f6e6d962f40,Orthodox
